ID,Description,Cell,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge_1,leading_edge_2,leading_edge_3,core_enrichment
HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,Nutlin-3_S.R,196,-0.486972322,-2.001781643,0.001333333,0.010504202,0.005970809,4263,tags=59%, list=34%, signal=40%,STMN1/IPO7/PSIP1/UBE2S/MCM3/DNMT1/RAD21/HUS1/DEK/AURKB/TACC3/RPA1/CCP110/LYAR/DCTPP1/PRPS1/SRSF1/MLH1/RACGAP1/TRA2B/MCM7/ESPL1/NCAPD2/TBRG4/RFC3/EZH2/NUDT21/UNG/LBR/SMC6/SYNCRIP/KIF22/PSMC3IP/KPNA2/ILF3/TMPO/CDCA8/XPO1/DCK/LMNB1/HMMR/PPP1R8/AURKA/RAD1/RBBP7/RPA3/TOP2A/USP1/BRCA1/PDS5B/KIF4A/BIRC5/HNRNPD/HMGB2/PHF5A/CKS1B/PTTG1/ORC2/BRCA2/CIT/ING3/EXOSC8/CENPE/CKS2/EED/CDC20/NUP205/ATAD2/SMC3/E2F8/MCM2/PLK1/KIF2C/CSE1L/PRKDC/ANP32E/BUB1B/CDK1/TFRC/MYBL2/MELK/HMGB3/NUP107/TIPIN/NUP153/POLD3/DDX39A/DSCC1/PRIM2/MSH2/SPC25/DIAPH3/RAN/NOLC1/MTHFD2/DLGAP5/CDCA3/MKI67/MCM4/STAG1/KIF18B/HMGA1/SMC4/TRIP13/PLK4/MAD2L1/H2AFZ/HELLS/DEPDC1/CDKN3/H2AFX/RRM2/EIF2S1/CDKN2A
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,Nutlin-3_S.R,196,-0.443777299,-1.824221234,0.001333333,0.010504202,0.005970809,5059,tags=66%, list=40%, signal=41%,TCP1/SRSF7/NAP1L1/PSMD1/SLC25A3/RUVBL2/HNRNPC/RPL14/XRCC6/PSMA4/RPS10/PSMD14/EIF1AX/ABCE1/MYC/LDHA/FBL/NOP56/ILF2/PABPC1/PSMD3/EIF2S2/SRPK1/SRSF2/EIF4G2/EIF3J/RPL34/NPM1/RAD23B/CCNA2/PABPC4/PCBP1/DEK/ETF1/RPL6/GNL3/YWHAQ/DHX15/HNRNPU/FAM120A/HSPD1/CUL1/PGK1/TARDBP/VDAC3/CAD/SMARCC1/RRP9/SNRPA/SRSF1/TXNL4A/SF3B3/TRA2B/MCM7/NCBP1/PHB/EIF4E/AP3S1/NDUFAB1/TFDP1/SYNCRIP/RRM1/KPNA2/PTGES3/XPO1/HDGF/HNRNPA1/PRPS2/YWHAE/DDX18/CCT7/VBP1/HNRNPA2B1/CCT2/SNRPD1/STARD7/LSM7/UBA2/RPS3/UBE2L3/ODC1/KPNB1/CBX3/BUB3/IFRD1/PWP1/USP1/HSPE1/EEF1B2/G3BP1/HNRNPD/PPM1G/PSMA2/RFC4/ORC2/COPS5/EIF4H/NCBP2/PPIA/CDC20/C1QBP/EIF3B/POLE3/SNRPG/RPL22/SET/MCM2/PSMA1/SERBP1/CLNS1A/CCT5/CCT4/PSMC6/U2AF1/RAN/RPS6/PSMB3/CSTF2/NOLC1/ERH/HSP90AB1/HPRT1/MCM4/DDX21/EXOSC7/PRDX3/MAD2L1/H2AFZ/EIF2S1
HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,Nutlin-3_S.R,189,-0.456863296,-1.871928681,0.001338688,0.010504202,0.005970809,4166,tags=57%, list=33%, signal=39%,UBE2S/NUSAP1/MCM3/RAD23B/MTF2/CCNA2/UPF1/RAD21/HUS1/SRSF10/AURKB/TACC3/HNRNPU/CUL1/SMARCC1/SRSF1/E2F4/RACGAP1/TRA2B/TOP1/ESPL1/CCND1/EWSR1/EZH2/SFPQ/LBR/TFDP1/SYNCRIP/KIF22/KPNA2/ILF3/TMPO/XPO1/NOTCH2/SQLE/KIF23/LMNB1/DR1/NUMA1/SMC2/HMMR/NUP50/RPS6KA5/SNRPD1/AURKA/HMGN2/CHAF1A/STIL/ODC1/KPNB1/BUB3/CENPA/TOP2A/BUB1/NCL/PDS5B/FBXO5/KIF4A/MEIS2/G3BP1/BIRC5/HNRNPD/KIF15/CKS1B/PTTG1/BRCA2/SMAD3/CENPE/POLQ/CKS2/LIG3/CDC20/ORC5/DBF4/MCM2/PLK1/KIF2C/WRN/CDK1/TPX2/MYBL2/HMGB3/DKC1/DDX39A/PBK/PRIM2/NOLC1/RBL1/MNAT1/MKI67/STAG1/HSPA8/KIF20B/HMGA1/SMC4/PLK4/MAD2L1/H2AFZ/KIF11/INCENP/TTK/CDKN3/H2AFX/NDC80/UBE2C/MT2A
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,Nutlin-3_S.R,183,-0.393507194,-1.602478173,0.001355014,0.010504202,0.005970809,1894,tags=26%, list=15%, signal=23%,FUCA1/DDIT4/EI24/SDC1/ATF3/IFI30/RETSAT/RXRA/TXNIP/RB1/WRAP73/GADD45A/NUDT15/KLF4/CD82/LIF/CASP1/HSPA4L/MXD1/HRAS/BAK1/EPHA2/PRKAB1/RAP2B/BMP2/FOS/RCHY1/CDK5R1/JAG2/PTPRE/BAIAP2/ITGB4/TNNI1/CDKN2B/SAT1/IL1A/CDKN2A/DEF6/TGFA/VAMP8/ST14/SERPINB5/RRAD/TP63/LDHB/KRT17/SFN
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nutlin-3_S.R,168,-0.452502652,-1.82439219,0.001375516,0.010504202,0.005970809,1328,tags=26%, list=10%, signal=24%,LDLR/STAT5A/IRS2/GADD45A/KLF4/CCL20/PHLDA1/EIF1/LIF/MXD1/TNFAIP8/EGR1/FOSB/BMP2/FOS/PTGER4/SOCS3/FOSL1/PANX1/PTPRE/KYNU/SLC2A3/PTX3/FJX1/ETS2/TNFAIP3/IL18/F2RL1/AREG/NAMPT/IL1B/ICAM1/INHBA/SAT1/IL1A/CXCL1/LAMB3/PTGS2/CXCL2/PLAU/SERPINB2/G0S2/F3
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,Nutlin-3_S.R,150,-0.40938617,-1.617647392,0.00140647,0.010504202,0.005970809,1149,tags=23%, list=9%, signal=21%,CHPT1/SLC16A1/HPRT1/BAG1/HSPA4L/RBBP8/ST6GALNAC2/SNX10/PTGES/FOS/PLK4/FDFT1/CD9/MAPK13/GJB3/KRT13/SLC27A2/AREG/TRIM29/TSPAN13/ASS1/PKP3/CDH1/MEST/ST14/MDK/NMU/CAV1/SCNN1A/AGR2/PTPN6/KRT19/SFN/LAMC2
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Nutlin-3_S.R,111,-0.494715059,-1.881824734,0.001470588,0.010504202,0.005970809,1256,tags=29%, list=10%, signal=26%,KLF4/CCL20/ALDH1A3/LIF/MAP7/ETS1/ITGA2/BMP2/ETV4/TSPAN1/DUSP6/HDAC9/ITGBL1/TNFAIP3/F2RL1/IL1B/AKAP12/GADD45G/ADAM8/INHBA/TSPAN13/EMP1/PTGS2/ITGB2/PLAU/EREG/G0S2/GALNT3/ANO1/MPZL2/PLEK2
HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,Nutlin-3_S.R,105,-0.470478666,-1.781262695,0.002949853,0.017123288,0.009733237,1300,tags=28%, list=10%, signal=25%,RNF144B/CCL20/CD82/LIF/MXD1/ITGB8/PCDH7/PTGER4/MET/ADM/LPAR1/PTPRE/NMI/P2RY2/HAS2/IL18/NAMPT/IL1B/CXCL8/ICAM1/INHBA/KCNMB2/IL1A/CCR7/MMP14/EREG/GNA15/F3
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,Nutlin-3_S.R,122,0.392192268,1.686379737,0.00310559,0.017123288,0.009733237,2545,tags=41%, list=20%, signal=33%,COL4A2/COL6A2/TNNT1/STC2/ITGB5/CLU/PPP1R3C/MRAS/COL3A1/KIFC3/ADCY9/FHL1/DMPK/OCEL1/IGFBP3/COX7A1/SPEG/APP/SPARC/MAPK12/CRAT/SORBS3/BIN1/ITGB1/HSPB8/SH3BGR/SH2B1/ADAM12/FXYD1/KCNH1/SVIL/TGFB1/SMTN/TSC2/PLXNB2/GAA/ST5/CKMT2/FOXO4/MEF2D/IGF1/PDLIM7/AGRN/PGAM2/AKT2/DMD/MYLK/TPD52L1/TPM2/CFD
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Nutlin-3_S.R,144,0.470214459,2.079189309,0.003424658,0.017123288,0.009733237,1286,tags=36%, list=10%, signal=33%,TIMP3/IGFBP2/COL5A2/COL12A1/COL4A2/TFPI2/SPP1/APLP1/HTRA1/COL6A2/THBS2/MYL9/FSTL3/COL4A1/NNMT/LGALS1/GJA1/ITGB5/CDH2/VEGFC/EDIL3/CTGF/FBLN1/FN1/COL3A1/WNT5A/BASP1/BMP1/SERPINE2/TNFRSF11B/MATN2/ITGA5/VCAN/IL15/PMEPA1/IGFBP3/VIM/ACTA2/SPARC/ABI3BP/LAMC1/ITGB1/FBN1/PVR/ANPEP/ENO2/ADAM12/DAB2/TGFBR3/FAS/PMP22/TGFB1
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,Nutlin-3_S.R,192,-0.364995287,-1.497616072,0.004026846,0.018303844,0.01040429,2697,tags=35%, list=21%, signal=28%,M6PR/P4HA1/GOT1/IDI1/PSMD13/DHCR24/GLA/TES/IFRD1/BUB1/ATP6V1D/HSPE1/PPP1R15A/PSMC2/TOMM40/CYB5B/FKBP2/COPS5/PPIA/NUP205/DHCR7/SRD5A1/DDIT4/ACSL3/PITPNB/CYP51A1/SORD/MCM2/PLK1/IFI30/ACACA/STIP1/TFRC/PDK1/DDX39A/MAP2K3/CCT6A/PSMC6/LDLR/GPI/SCD/LTA4H/MTHFD2/TPI1/HPRT1/MCM4/PLOD2/SKAP2/ELOVL6/HMBS/PPA1/NUFIP1/PNP/CD9/CORO1A/EEF1E1/HMGCS1/RRM2/MTHFD2L/SLC2A3/SLC37A4/NAMPT/RDH11/EBP/DAPP1/ITGB2
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,Nutlin-3_S.R,23,0.645412787,1.967809657,0.004830918,0.020128824,0.011441648,640,tags=35%, list=5%, signal=33%,COL5A2/SPP1/VTN/STC1/COL3A1/S100A4/VCAN/APP
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,Nutlin-3_S.R,195,-0.356320728,-1.462425283,0.00536193,0.020622809,0.011722439,3837,tags=43%, list=30%, signal=30%,RAB3GAP1/ALMS1/ABI1/SOS1/FGD4/RACGAP1/TUBA4A/FARP1/ESPL1/SHROOM1/VCL/CDC42EP4/SSH2/KIF22/HDAC6/DST/NOTCH2/RALBP1/KIF23/LMNB1/MAP3K11/LLGL1/EZR/NUMA1/YWHAE/GEMIN4/RAPGEF5/AURKA/DLG1/WASF1/ARHGEF3/CTTN/TOP2A/BUB1/TUBGCP3/CKAP5/FBXO5/CEP131/KIF4A/BCR/NCK1/BIRC5/KIF15/KATNB1/CCDC88A/ARFGEF1/BRCA2/TRIO/SPTBN1/KPTN/TUBD1/CENPE/PCM1/SMC3/TUBGCP2/PLK1/KIF2C/ECT2/ANLN/CDK1/TPX2/GSN/LRPPRC/SPTAN1/CEP57/SASS6/RICTOR/EPB41L2/DLGAP5/CNTRL/KIF20B/SMC4/CEP72/KIF11/INCENP/NET1/TTK/FSCN1/NDC80/MID1IP1/EPB41/CSNK1D
HALLMARK_COAGULATION,HALLMARK_COAGULATION,Nutlin-3_S.R,82,0.383753035,1.555241488,0.008955224,0.031982942,0.018179778,1586,tags=30%, list=12%, signal=27%,TIMP3/TFPI2/HTRA1/CRIP2/CLU/PROS1/CFH/C1S/FN1/BMP1/F10/CFI/SPARC/MMP9/C3/TMPRSS6/FBN1/MST1/CTSO/DPP4/CAPN5/CSRP1/CASP9/LRP1/C1R
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,Nutlin-3_S.R,144,-0.368558174,-1.449301378,0.018309859,0.061032864,0.034692365,2674,tags=33%, list=21%, signal=27%,PNPT1/MARCH1/TNFAIP2/PIM1/ARID5B/PSME2/MYD88/LY6E/NFKB1/IRF5/ST3GAL5/MX2/IL18BP/PSMA2/IFIH1/SECTM1/PTPN1/CD274/PTPN2/IFI44/IFI30/IL7/TXNIP/CD74/OAS2/MTHFD2/CASP1/ISG15/PARP14/HERC6/PLSCR1/SOCS3/PNP/CASP4/NMI/FCGR1A/MX1/TNFAIP3/VAMP5/NAMPT/OAS3/ICAM1/PTGS2/VAMP8/PTPN6/MT2A/KLRK1
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,Nutlin-3_S.R,27,0.488156667,1.552211778,0.020050125,0.062656642,0.035615354,1069,tags=30%, list=8%, signal=27%,HSPB1/EFNA5/SLC34A3/SULF2/APP/LYPD3/CD160/ATP8B1
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,Nutlin-3_S.R,135,-0.361827337,-1.414329167,0.021306818,0.062667112,0.035621306,962,tags=19%, list=8%, signal=17%,HRAS/CNN2/SKAP2/ITGA2/DSC3/MAPK13/BAIAP2/CLDN4/AMIGO2/FSCN1/ICAM1/ITGB4/SYK/LAMB3/CDH1/MDK/LAMA3/IRS1/CLDN7/CDH3/RAC2/COL17A1/MPZL2/LAMC2
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Nutlin-3_S.R,121,0.319055689,1.364569909,0.025396825,0.068649886,0.03902204,1508,tags=21%, list=12%, signal=19%,COL5A2/EFEMP1/PTPRM/SDC2/GJA1/PRKAR2B/PLCB4/COL3A1/ATP2B4/MAP1B/SYNE1/CITED2/PDLIM5/SMAD7/PRKCA/LAMC1/AKT3/DBP/DAB2/TGFBR3/NEK7/FHL2/PMP22/ATXN1/CDC42BPA/BDNF
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,Nutlin-3_S.R,70,0.360496885,1.419371107,0.026086957,0.068649886,0.03902204,2094,tags=27%, list=16%, signal=23%,SLC27A5/LIPE/IDH2/ABCA3/ABCA2/MLYCD/ABCA1/SLC23A2/NR3C2/GNMT/PECR/ABCD1/ATXN1/PHYH/SLC35B2/FADS2/HSD17B11/BMP6/SOD1
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,Nutlin-3_S.R,136,0.304416185,1.325173387,0.030716724,0.076791809,0.043650081,1340,tags=19%, list=11%, signal=17%,HMOX1/AKR1C3/BCAT1/IL1R1/VTN/CYFIP2/BLVRB/DDT/PROS1/FBLN1/ABCC3/F10/SMOX/PMM1/PDLIM5/GSTM4/PYCR1/GSR/BPHL/SLC46A3/RAP1GAP/SLC1A5/GNMT/FAS/PAPSS2/ECH1
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,Nutlin-3_S.R,128,-0.358435959,-1.388712691,0.034732272,0.082695886,0.047006083,2544,tags=30%, list=20%, signal=24%,HSD17B10/HSDL2/ODC1/DHCR24/FASN/SUCLA2/HSP90AA1/METAP1/TP53INP2/ACSS1/MGLL/DECR1/CPOX/RETSAT/GPD2/CRYZ/NTHL1/MIF/GABARAPL1/ACOT2/SDHA/PDHA1/NSDHL/PTS/ACSL5/SMS/ACAA1/H2AFZ/PTPRG/HMGCS1/MAOA/GLUL/SDHD/RDH11/CCDC58/ALDH3A1/G0S2
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Nutlin-3_S.R,77,0.334716632,1.336278364,0.04,0.088473205,0.050290032,1301,tags=21%, list=10%, signal=19%,MYOT/IGFBP2/IDUA/EDN1/BTG2/GAMT/PTPRJ/SYNPO/SGK1/KCNE2/SHOX2/LYPD3/PDE6B/MTHFR/SLC6A14/MAST3
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Nutlin-3_S.R,124,-0.351332111,-1.358818965,0.040697674,0.088473205,0.050290032,2197,tags=27%, list=17%, signal=23%,STARD3/CHRNA5/RFC4/CYB5B/HSPA2/POLE3/ATF3/FEN1/CREG1/PPIF/STIP1/TFRC/RAB27A/PRKCD/PRPF3/AGO2/BAK1/DDX21/AQP3/FOSB/BMP2/FOS/ACAA1/SLC6A8/H2AFX/MAOA/GPX3/ICAM1/CDKN2B/CXCL2/MMP14/EPCAM/RRAD
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,Nutlin-3_S.R,66,-0.389962887,-1.387537013,0.050822123,0.105879422,0.060184093,3150,tags=39%, list=25%, signal=30%,JAM3/RPL39L/IDE/AURKA/TOPBP1/CSNK2A2/MTOR/IL12RB2/BUB1/BRAF/SEPT4/RFC4/HSPA2/DBF4/KIF2C/CDK1/STRBP/NCAPH/CLPB/MAP7/MLF1/HSPA4L/TULP2/TTK/CDKN3
HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,Nutlin-3_S.R,57,-0.392790032,-1.357114042,0.068642746,0.137285491,0.078035964,4202,tags=47%, list=33%, signal=32%,HK2/WDR74/GNL3/SLC19A1/HSPD1/DCTPP1/RRP9/MRTO4/PRMT3/PHB/TBRG4/UNG/DDX18/MPHOSPH10/CBX3/PPRC1/HSPE1/SORD/PLK1/TCOF1/PUS1/NOLC1/WDR43/MCM4/SUPV3L1/PLK4
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,Nutlin-3_S.R,158,0.264484085,1.190281901,0.092198582,0.177304965,0.100783875,1515,tags=20%, list=12%, signal=18%,HMOX1/STC2/SDC2/SDC3/CA12/STC1/CTGF/PPP1R3C/CHST3/GPC4/ANGPTL4/S100A4/PKLR/GALK1/IGFBP3/P4HA2/EFNA1/CITED2/PNRC1/PRKCA/NFIL3/ENO2/ILVBL/PAM/SAP30/PFKL/PFKFB3/MAP3K1/TGFB3/GLRX/HAS1/ATP7A
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,Nutlin-3_S.R,52,0.344175936,1.269073027,0.100795756,0.186658807,0.106100796,1338,tags=19%, list=11%, signal=17%,NOG/RAB31/ID3/PMEPA1/ACVR1/SMAD7/SMAD6/TGFB1/TGIF1/SMAD1
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,Nutlin-3_S.R,130,-0.293886101,-1.144949102,0.223965763,0.399938863,0.227333669,1557,tags=18%, list=12%, signal=16%,RETSAT/SPTAN1/BCL2L1/PAK1/TXNIP/GADD45A/CASP1/IGFBP6/BMP2/CASP4/ERBB3/BCL10/IL18/IL1B/GPX3/ANXA1/EBP/SAT1/IL1A/EMP1/CAV1/EREG/GNA15
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Nutlin-3_S.R,94,-0.306602298,-1.13399563,0.240544629,0.405742821,0.230632762,1511,tags=19%, list=12%, signal=17%,IL7/UBE2D1/CD74/LIF/ETS1/ELF4/IL11/HDAC9/BCL10/IL18/IL1B/ICAM1/INHBA/CDKN2A/ITGB2/PTPN6/EREG
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Nutlin-3_S.R,173,0.238014893,1.085406233,0.243445693,0.405742821,0.230632762,1524,tags=20%, list=12%, signal=18%,COL4A1/DDT/LIPE/CDKN2C/LAMA4/ANGPTL4/SLC27A1/ADCY6/SLC25A10/MARC2/TOB1/CRAT/ACAA2/MGST3/ABCA1/COX7B/C3/CD151/UCK1/HSPB8/STOM/SPARCL1/SAMM50/UQCR10/HADH/SLC1A5/PFKL/ETFB/PFKFB3/QDPR/ECH1/DNAJC15/PHYH/PDCD4
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,Nutlin-3_S.R,133,-0.279539995,-1.088700692,0.293948127,0.474109882,0.269494038,1781,tags=21%, list=14%, signal=18%,PLEC/NFKBIZ/WLS/BCL2L1/TGM2/PUS1/SYNGR2/LRRC8C/GABARAPL1/ITGAE/PHLDA1/PTCH1/LIF/NT5E/MXD1/BMP2/PLSCR1/ETV4/PNP/AHNAK/HUWE1/ITGA6/CDCP1/SH3BGRL2/SLC2A3/EMP1/IRF6
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,Nutlin-3_S.R,29,0.339386677,1.099807972,0.315920398,0.493625622,0.280587196,1526,tags=28%, list=12%, signal=24%,FZD7/WNT5A/RBX1/PRKCA/SAP30/FZD1/TCF7L2/ST3GAL6
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,Nutlin-3_S.R,89,-0.29155567,-1.076678743,0.329803328,0.499702013,0.284041144,3386,tags=31%, list=27%, signal=23%,SRP19/GPD1L/ACTN1/ELOVL5/GNAI3/SPCS3/IDI1/ARID5B/IQGAP2/DHCR24/CCND3/PGM3/ADRM1/ACSL3/SORD/HOMER2/TPD52/CDK6/SCD/ALDH1A3/MAP7/TNFAIP8/SMS/HMGCS1/AKAP12/SAT1/KRT19
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,Nutlin-3_S.R,28,-0.362485254,-1.085575967,0.355371901,0.522605737,0.297060103,1096,tags=14%, list=9%, signal=13%,JAG2/SKP2/DKK1
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,Nutlin-3_S.R,160,-0.263020716,-1.051185355,0.368998628,0.527140898,0.299637984,1250,tags=16%, list=10%, signal=14%,KLF4/CHPT1/DLC1/SLC16A1/ELF3/BAG1/RBBP8/TSKU/PTGES/AQP3/KRT15/FOS/FDFT1/MAST4/ZNF185/P2RY2/KRT13/SLC27A2/AREG/SCNN1A/CLDN7/LAD1/KRT19/SFN
HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,Nutlin-3_S.R,22,0.334814125,1.020712239,0.439613527,0.610574342,0.34706331,575,tags=14%, list=5%, signal=13%,CRMP1/DPYSL2/NRP2
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,Nutlin-3_S.R,137,-0.255700195,-1.000896172,0.455445545,0.615466952,0.349844373,1081,tags=14%, list=8%, signal=13%,APOBEC3F/CASP1/LIPA/PLSCR1/CDK5R1/CASP4/DUSP6/ERAP2/PCSK9/KYNU/SPOCK2/TNFAIP3/PDP1/CDA/CXCL1/MMP14/SERPINB2/F3
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Nutlin-3_S.R,85,-0.270433852,-0.989168993,0.473363775,0.622847072,0.354039388,1646,tags=14%, list=13%, signal=12%,CDK1/MKNK1/PDK1/MAP2K3/RALB/MAPK8/CAB39/HRAS/RPS6KA1/DAPP1/SFN
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,Nutlin-3_S.R,142,-0.243700075,-0.956024019,0.555712271,0.70821061,0.40256182,3706,tags=32%, list=29%, signal=23%,BOLA2/POLR1C/SNAPC5/NT5C/BRF2/NFX1/RFC3/CCNO/NUDT21/GTF3C5/POLR2C/NELFB/TMED2/CSTF3/RALA/NUDT9/SNAPC4/RPA3/NELFCD/GTF2A2/ZWINT/CANT1/RFC4/DGUOK/ZNF707/ERCC8/NT5C3A/NCBP2/ADRM1/RAE1/FEN1/POLR2J/POLL/POLD3/POLR2A/SURF1/POLR2E/POLR2G/HPRT1/UPF3B/VPS28/POLB/PNP/CDA
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,Nutlin-3_S.R,69,-0.264382523,-0.938589824,0.577743902,0.70821061,0.40256182,3367,tags=33%, list=26%, signal=25%,ANTXR2/LGMN/SQLE/MVK/PDK3/CTNNB1/IDI1/FASN/LGALS3/DHCR7/CYP51A1/ATF3/LDLR/SCD/NSDHL/PLSCR1/FDFT1/CD9/PPARG/HMGCS1/EBP/MAL2
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Nutlin-3_S.R,182,-0.231867864,-0.944485038,0.5807327,0.70821061,0.40256182,2981,tags=25%, list=23%, signal=20%,CYB5A/PMPCA/SLC25A12/MFN2/CYCS/ATP6V1C1/SDHC/AFG3L2/HSD17B10/DLAT/NDUFS6/ATP6V1D/NDUFB1/SUCLA2/TIMM8B/NDUFA5/OPA1/DECR1/MRPS15/LRPPRC/RETSAT/GLUD1/SURF1/NDUFB4/MTX2/SDHA/SLC25A5/MRPL11/GPI/HADHA/NDUFB8/PDHA1/ABCB7/ACAT1/PRDX3/SUPV3L1/NDUFS3/ACAA1/TIMM9/MRPS30/NDUFA9/COX8A/SDHD/PDP1/LDHB
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,Nutlin-3_S.R,15,-0.356360689,-0.906361962,0.597292724,0.711062767,0.404183046,2472,tags=33%, list=19%, signal=27%,HNF1A/ELP4/SRPRB/CHGA
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,Nutlin-3_S.R,44,0.252348721,0.894778856,0.646112601,0.751293722,0.427051168,2573,tags=32%, list=20%, signal=25%,ATOX1/G6PD/GSR/LAMTOR5/GLRX2/TXNRD1/GLRX/NDUFA6/TXNRD2/GPX4/SOD1/NDUFS2/MGST1/ABCC1
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,Nutlin-3_S.R,50,-0.246765788,-0.828009742,0.742448331,0.843691285,0.479571888,960,tags=30%, list=8%, signal=28%,A2M/OSMR/PIM1/MYD88/PTPN1/PTPN2/IL7/INHBE/BAK1/SOCS3/CD9/IL1B/LTBR/CXCL1
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,Nutlin-3_S.R,171,0.193027576,0.877458963,0.813688213,0.904098014,0.513908345,1125,tags=12%, list=9%, signal=11%,STC2/SDC2/SDC3/STC1/IDUA/GPC4/ANGPTL4/SLC25A10/VCAN/GALK1/IGFBP3/GMPPA/P4HA2/CITED2/G6PD/SRD5A3/ME2/ENO2/PAM/SAP30
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,Nutlin-3_S.R,75,-0.218567844,-0.786127392,0.850968703,0.924965982,0.525770137,2938,tags=28%, list=23%, signal=22%,IRF1/TRIM14/TMEM140/SAMD9/PNPT1/PSME2/LY6E/IFIH1/IFI44/IFI30/IL7/TXNIP/CD74/CASP1/ISG15/PARP14/HERC6/PLSCR1/NMI/MX1
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,Nutlin-3_S.R,91,-0.197009721,-0.727162652,0.925644917,0.959669582,0.545496394,3557,tags=25%, list=28%, signal=18%,AP3S1/USO1/GALC/TMED2/DST/ARFIP1/CLN5/M6PR/VAMP3/GLA/RAB14/ARFGEF1/TMED10/VPS4B/TMX1/ANP32E/ARCN1/TPD52/ICA1/GOLGA4/AP2B1/CAV2
