Cell,Drug,norm.GR50,Class.KDE,SubMedianGR50,Class.MD,CCA.Subgroup,Organ.Subgroup
YSCCC,Paclitaxel,0.466971498459305,Resistant,0.079125298,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Pacritinib,1.42715249019468,Resistant,0.246032088,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Pacritinib,-0.126473626897346,Sensitive,-0.023511379,Sensitive,Subgroup 2,pancreas-like
HuH-28,Pacritinib,-0.831788263105824,Sensitive,-0.145878627,Sensitive,Subgroup 2,liver-like
KKK-D068,Pacritinib,-0.229424241698398,Sensitive,-0.041372604,Sensitive,Subgroup 2,liver-like
KKK-D131,Pacritinib,-1.60025260806807,Sensitive,-0.279201916,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Pacritinib,-0.879003796790465,Sensitive,-0.154070198,Sensitive,Subgroup 1,liver-like
KKU-055,Pacritinib,-1.12172878871912,Sensitive,-0.196181318,Sensitive,Subgroup 2,liver-like
KKU-100,Pacritinib,1.55358748078921,Resistant,0.267967691,Resistant,Subgroup 2,liver-like
KKU-156,Pacritinib,-1.2989736915132,Sensitive,-0.226932092,Sensitive,Subgroup 1,pancreas-like
KKU-213,Pacritinib,0.242167314918225,Resistant,0.040445294,Resistant,Subgroup 1,pancreas-like
KKU-214,Pacritinib,0.245903209118344,Resistant,0.041093446,Resistant,Subgroup 1,pancreas-like
RBE,Pacritinib,0.00904400545264851,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,Pacritinib,1.00752486837921,Resistant,0.173229576,Resistant,Subgroup 2,liver-like
TFK-1,Pacritinib,0.586533699822634,Resistant,0.100190498,Resistant,Subgroup 2,pancreas-like
YSCCC,Pacritinib,1.01573194811747,Resistant,0.174653448,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Palbociclib,0.339339327420946,Resistant,0.241575306,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Palbociclib,-0.807791068040171,Sensitive,-0.36059918,Sensitive,Subgroup 2,pancreas-like
HuH-28,Palbociclib,1.54277585512194,Resistant,0.873307126,Resistant,Subgroup 2,liver-like
KKK-D068,Palbociclib,1.53491924487157,Resistant,0.869182878,Resistant,Subgroup 2,liver-like
KKK-D131,Palbociclib,-0.843911854278137,Sensitive,-0.379560421,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Palbociclib,0.486263753864061,Resistant,0.318701796,Resistant,Subgroup 1,liver-like
KKU-055,Palbociclib,1.54277585512194,Resistant,0.873307126,Resistant,Subgroup 2,liver-like
KKU-100,Palbociclib,0.496200947154022,Resistant,0.323918225,Resistant,Subgroup 2,liver-like
KKU-156,Palbociclib,-0.120856816301789,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-213,Palbociclib,0.385000190993186,Resistant,0.265544514,Resistant,Subgroup 1,pancreas-like
KKU-214,Palbociclib,-0.483034180189301,Sensitive,-0.19012134,Sensitive,Subgroup 1,pancreas-like
RBE,Palbociclib,-1.27505556602439,Sensitive,-0.605884947,Sensitive,Subgroup 1,liver-like
SSP-25,Palbociclib,-0.615393532860673,Sensitive,-0.259602042,Sensitive,Subgroup 2,liver-like
TFK-1,Palbociclib,-0.824477660968263,Sensitive,-0.369358638,Sensitive,Subgroup 2,pancreas-like
YSCCC,Palbociclib,-1.35675449588494,Sensitive,-0.648771973,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Panobinostat,2.08144033271928,Resistant,0.500388197,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Panobinostat,0.189142401839106,Resistant,0.089873608,Resistant,Subgroup 2,pancreas-like
HuH-28,Panobinostat,0.113228006030922,Resistant,0.07340476,Resistant,Subgroup 2,liver-like
KKK-D068,Panobinostat,-0.442541192530497,Sensitive,-0.047163656,Sensitive,Subgroup 2,liver-like
KKK-D131,Panobinostat,-1.17988844167341,Sensitive,-0.207123564,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Panobinostat,-0.22513676634689,Sensitive,0,Resistant,Subgroup 1,liver-like
KKU-055,Panobinostat,0.593182260372365,Resistant,0.177525903,Resistant,Subgroup 2,liver-like
KKU-100,Panobinostat,-1.250516820776,Sensitive,-0.222445665,Sensitive,Subgroup 2,liver-like
KKU-156,Panobinostat,-0.300560966083471,Sensitive,-0.016362505,Sensitive,Subgroup 1,pancreas-like
KKU-213,Panobinostat,-0.823942767343328,Sensitive,-0.129904808,Sensitive,Subgroup 1,pancreas-like
KKU-214,Panobinostat,-0.10897441650624,Sensitive,0.025200228,Resistant,Subgroup 1,pancreas-like
RBE,Panobinostat,1.49682647208844,Resistant,0.373562228,Resistant,Subgroup 1,liver-like
SSP-25,Panobinostat,-0.353715002787194,Sensitive,-0.027893727,Sensitive,Subgroup 2,liver-like
TFK-1,Panobinostat,1.30898079112068,Resistant,0.332811038,Resistant,Subgroup 2,pancreas-like
YSCCC,Panobinostat,-1.09752389012377,Sensitive,-0.189255421,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,PD0325901,-1.81391988955159,Sensitive,-1.603320675,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,PD0325901,-0.814912336182936,Sensitive,-0.724257973,Sensitive,Subgroup 2,pancreas-like
HuH-28,PD0325901,0.122529245884779,Resistant,0.100630615,Resistant,Subgroup 2,liver-like
KKK-D068,PD0325901,0.0193565243733548,Resistant,0.009845224,Resistant,Subgroup 2,liver-like
KKK-D131,PD0325901,0.0532291279349307,Resistant,0.039650947,Resistant,Subgroup 2,pancreas-like
KKK-D138,PD0325901,-0.967296656512658,Sensitive,-0.858346421,Sensitive,Subgroup 1,liver-like
KKU-055,PD0325901,1.60712435235088,Resistant,1.406979282,Resistant,Subgroup 2,liver-like
KKU-100,PD0325901,0.0081679560059003,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-156,PD0325901,-0.0911838432652277,Resistant,-0.087423224,Sensitive,Subgroup 1,pancreas-like
KKU-213,PD0325901,-0.546457858494759,Sensitive,-0.488035216,Sensitive,Subgroup 1,pancreas-like
KKU-214,PD0325901,-0.384346939773139,Sensitive,-0.345387984,Sensitive,Subgroup 1,pancreas-like
RBE,PD0325901,-0.838023285384012,Sensitive,-0.744594129,Sensitive,Subgroup 1,liver-like
SSP-25,PD0325901,1.60712435235088,Resistant,1.406979282,Resistant,Subgroup 2,liver-like
TFK-1,PD0325901,1.60712435235088,Resistant,1.406979282,Resistant,Subgroup 2,pancreas-like
YSCCC,PD0325901,0.431484897912716,Resistant,0.372491813,Resistant,Subgroup 2,pancreas-like
HuCCA-1,PD318088,-2.22849259533635,Sensitive,-1.494062809,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,PD318088,-0.81228746382915,Sensitive,-0.611863555,Sensitive,Subgroup 2,pancreas-like
HuH-28,PD318088,0.247445355038838,Resistant,0.048277749,Resistant,Subgroup 2,liver-like
KKK-D068,PD318088,0.39307881387679,Resistant,0.138997466,Resistant,Subgroup 2,liver-like
KKK-D131,PD318088,0.53211158897532,Resistant,0.225605407,Resistant,Subgroup 2,pancreas-like
KKK-D138,PD318088,-0.788395436986022,Sensitive,-0.596980451,Sensitive,Subgroup 1,liver-like
KKU-055,PD318088,1.28657219523453,Resistant,0.695582933,Resistant,Subgroup 2,liver-like
KKU-100,PD318088,-0.744851356076039,Sensitive,-0.569855457,Sensitive,Subgroup 2,liver-like
KKU-156,PD318088,0.169944500712093,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-213,PD318088,-0.30475346274801,Sensitive,-0.295704471,Sensitive,Subgroup 1,pancreas-like
KKU-214,PD318088,0.0254310151466228,Resistant,-0.09002205,Sensitive,Subgroup 1,pancreas-like
RBE,PD318088,-1.05472011338335,Sensitive,-0.762882569,Sensitive,Subgroup 1,liver-like
SSP-25,PD318088,1.28657219523453,Resistant,0.695582933,Resistant,Subgroup 2,liver-like
TFK-1,PD318088,1.28657219523453,Resistant,0.695582933,Resistant,Subgroup 2,pancreas-like
YSCCC,PD318088,0.705772568905679,Resistant,0.333784359,Resistant,Subgroup 2,pancreas-like
HuCCA-1,PHA665752,0.374219580050542,Resistant,0.028203889,Resistant,Subgroup 1,pancreas-like
HuCCT-1,PHA665752,0.457673888195075,Resistant,0.040205604,Resistant,Subgroup 2,pancreas-like
HuH-28,PHA665752,0.178102938097272,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,PHA665752,0.0240946115443031,Resistant,-0.022148216,Sensitive,Subgroup 2,liver-like
KKK-D131,PHA665752,2.15083952015539,Resistant,0.283702816,Resistant,Subgroup 2,pancreas-like
KKK-D138,PHA665752,-0.325930059217766,Sensitive,-0.072485897,Sensitive,Subgroup 1,liver-like
KKU-055,PHA665752,-1.64800286873291,Sensitive,-0.262615579,Sensitive,Subgroup 2,liver-like
KKU-100,PHA665752,0.190626513288985,Resistant,0.001801038,Resistant,Subgroup 2,liver-like
KKU-156,PHA665752,0.558794701076308,Resistant,0.054747971,Resistant,Subgroup 1,pancreas-like
KKU-213,PHA665752,0.142608189471806,Resistant,-0.005104564,Sensitive,Subgroup 1,pancreas-like
KKU-214,PHA665752,0.178855317202721,Resistant,0.000108201,Resistant,Subgroup 1,pancreas-like
RBE,PHA665752,-1.04568159366443,Sensitive,-0.175994667,Sensitive,Subgroup 1,liver-like
SSP-25,PHA665752,-0.114513700088721,Sensitive,-0.042081728,Sensitive,Subgroup 2,liver-like
TFK-1,PHA665752,-1.98094351821873,Sensitive,-0.310496376,Sensitive,Subgroup 2,pancreas-like
YSCCC,PHA665752,0.859256480840155,Resistant,0.097957923,Resistant,Subgroup 2,pancreas-like
HuCCA-1,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 1,pancreas-like
HuCCT-1,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,PLX4720,-3.61478445646026,Sensitive,-0.342040099,Sensitive,Subgroup 2,liver-like
KKU-156,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-213,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-214,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,PLX4720,0.258198889747161,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,RAF265,0.392780663873286,Sensitive,-0.138962315,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,RAF265,0.701781763877074,Resistant,0.034419435,Resistant,Subgroup 2,pancreas-like
HuH-28,RAF265,0.701781763877074,Resistant,0.034419435,Resistant,Subgroup 2,liver-like
KKK-D068,RAF265,-1.77150900173064,Sensitive,-1.353353881,Sensitive,Subgroup 2,liver-like
KKK-D131,RAF265,0.701781763877074,Resistant,0.034419435,Resistant,Subgroup 2,pancreas-like
KKK-D138,RAF265,-1.09397936007294,Sensitive,-0.973189296,Sensitive,Subgroup 1,liver-like
KKU-055,RAF265,-1.50010197589373,Sensitive,-1.201066316,Sensitive,Subgroup 2,liver-like
KKU-100,RAF265,-1.82608617203795,Sensitive,-1.383977349,Sensitive,Subgroup 2,liver-like
KKU-156,RAF265,0.701781763877074,Resistant,0.034419435,Resistant,Subgroup 1,pancreas-like
KKU-213,RAF265,-0.0146514846074529,Sensitive,-0.367574119,Sensitive,Subgroup 1,pancreas-like
KKU-214,RAF265,0.701781763877074,Resistant,0.034419435,Resistant,Subgroup 1,pancreas-like
RBE,RAF265,0.640439418004404,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,RAF265,0.701781763877074,Resistant,0.034419435,Resistant,Subgroup 2,liver-like
TFK-1,RAF265,0.260635565325503,Sensitive,-0.213109457,Sensitive,Subgroup 2,pancreas-like
YSCCC,RAF265,0.701781763877074,Resistant,0.034419435,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Ribociclib,-0.780445270607651,Sensitive,-0.246920027,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Ribociclib,0.414416783989041,Resistant,0.153216123,Resistant,Subgroup 2,pancreas-like
HuH-28,Ribociclib,-2.23870017261014,Sensitive,-0.735261338,Sensitive,Subgroup 2,liver-like
KKK-D068,Ribociclib,1.31269790200538,Resistant,0.454033064,Resistant,Subgroup 2,liver-like
KKK-D131,Ribociclib,0.0851802554507858,Resistant,0.042961189,Resistant,Subgroup 2,pancreas-like
KKK-D138,Ribociclib,-1.06499012711786,Sensitive,-0.342208586,Sensitive,Subgroup 1,liver-like
KKU-055,Ribociclib,1.31269790200538,Resistant,0.454033064,Resistant,Subgroup 2,liver-like
KKU-100,Ribociclib,1.27616727545778,Resistant,0.441799665,Resistant,Subgroup 2,liver-like
KKU-156,Ribociclib,-0.157877381377278,Sensitive,-0.038434104,Sensitive,Subgroup 1,pancreas-like
KKU-213,Ribociclib,-0.0431078148884145,Sensitive,0,Resistant,Subgroup 1,pancreas-like
KKU-214,Ribociclib,-0.0525156569003274,Sensitive,-0.003150504,Sensitive,Subgroup 1,pancreas-like
RBE,Ribociclib,-1.06869536687326,Sensitive,-0.343449399,Sensitive,Subgroup 1,liver-like
SSP-25,Ribociclib,0.499263380043669,Resistant,0.181629604,Resistant,Subgroup 2,liver-like
TFK-1,Ribociclib,0.723105485885886,Resistant,0.256589988,Resistant,Subgroup 2,pancreas-like
YSCCC,Ribociclib,-0.217197194462995,Sensitive,-0.05829916,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,RO3306,-1.50757361016862,Sensitive,-0.169891258,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,RO3306,-0.564409176544651,Sensitive,-0.048966856,Sensitive,Subgroup 2,pancreas-like
HuH-28,RO3306,0.520081438409331,Resistant,0.090077169,Resistant,Subgroup 2,liver-like
KKK-D068,RO3306,0.741820037023606,Resistant,0.118506578,Resistant,Subgroup 2,liver-like
KKK-D131,RO3306,2.09092736739743,Resistant,0.291477474,Resistant,Subgroup 2,pancreas-like
KKK-D138,RO3306,-1.26534040918673,Sensitive,-0.138834208,Sensitive,Subgroup 1,liver-like
KKU-055,RO3306,-0.182486287187823,Sensitive,0,Resistant,Subgroup 2,liver-like
KKU-100,RO3306,0.852331314254981,Resistant,0.13267538,Resistant,Subgroup 2,liver-like
KKU-156,RO3306,-0.556634117141649,Sensitive,-0.047970005,Sensitive,Subgroup 1,pancreas-like
KKU-213,RO3306,-0.448679828466621,Sensitive,-0.034129038,Sensitive,Subgroup 1,pancreas-like
KKU-214,RO3306,0.13700252831378,Resistant,0.040962098,Resistant,Subgroup 1,pancreas-like
RBE,RO3306,-0.959273125885295,Sensitive,-0.099592903,Sensitive,Subgroup 1,liver-like
SSP-25,RO3306,-0.665584237951466,Sensitive,-0.061938649,Sensitive,Subgroup 2,liver-like
TFK-1,RO3306,1.30876311160838,Resistant,0.191195125,Resistant,Subgroup 2,pancreas-like
YSCCC,RO3306,0.499054995525354,Resistant,0.08738134,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Ruxolitinib,-3.12675973695699,Sensitive,-0.355524711,Sensitive,Subgroup 2,liver-like
KKK-D068,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,Ruxolitinib,-1.54205351893437,Sensitive,-0.195411904,Sensitive,Subgroup 2,liver-like
KKU-156,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-213,Ruxolitinib,-0.0354656629309347,Resistant,-0.043191885,Sensitive,Subgroup 1,pancreas-like
KKU-214,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,Ruxolitinib,0.392023243235191,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Saracatinib,-1.11074383979543,Sensitive,-0.515826986,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Saracatinib,1.35100774798789,Resistant,0.598705835,Resistant,Subgroup 2,pancreas-like
HuH-28,Saracatinib,0.0227936055041579,Resistant,-0.002629516,Sensitive,Subgroup 2,liver-like
KKK-D068,Saracatinib,1.35100774798789,Resistant,0.598705835,Resistant,Subgroup 2,liver-like
KKK-D131,Saracatinib,1.31596460525854,Resistant,0.582840411,Resistant,Subgroup 2,pancreas-like
KKK-D138,Saracatinib,-0.69880292844244,Sensitive,-0.329324957,Sensitive,Subgroup 1,liver-like
KKU-055,Saracatinib,0.491031059149976,Resistant,0.209360196,Resistant,Subgroup 2,liver-like
KKU-100,Saracatinib,0.665599310332817,Resistant,0.288394184,Resistant,Subgroup 2,liver-like
KKU-156,Saracatinib,-1.15939873381264,Sensitive,-0.537854991,Sensitive,Subgroup 1,pancreas-like
KKU-213,Saracatinib,-0.677598996590933,Sensitive,-0.319725094,Sensitive,Subgroup 1,pancreas-like
KKU-214,Saracatinib,-1.26638328292389,Sensitive,-0.58629115,Sensitive,Subgroup 1,pancreas-like
RBE,Saracatinib,-1.46005060774623,Sensitive,-0.673972048,Sensitive,Subgroup 1,liver-like
SSP-25,Saracatinib,0.0286016131878559,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,Saracatinib,0.65610270900087,Resistant,0.284094695,Resistant,Subgroup 2,pancreas-like
YSCCC,Saracatinib,0.490869990901557,Resistant,0.209287274,Resistant,Subgroup 2,pancreas-like
HuCCA-1,SB203580,-3.16877720660992,Sensitive,-0.702112049,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,SB203580,0.498690726765849,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,SB203580,0.498690726765849,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,SB203580,0.446999935716102,Resistant,-0.009895854,Sensitive,Subgroup 2,liver-like
KKK-D131,SB203580,-0.0546797350011332,Sensitive,-0.10593905,Sensitive,Subgroup 2,pancreas-like
KKK-D138,SB203580,-0.324386888206022,Sensitive,-0.157572669,Sensitive,Subgroup 1,liver-like
KKU-055,SB203580,0.498690726765849,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,SB203580,-0.21924352047521,Sensitive,-0.137443679,Sensitive,Subgroup 2,liver-like
KKU-156,SB203580,0.498690726765849,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-213,SB203580,0.498690726765849,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-214,SB203580,0.498690726765849,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,SB203580,-1.16812912631646,Sensitive,-0.319101441,Sensitive,Subgroup 1,liver-like
SSP-25,SB203580,0.498690726765849,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,SB203580,0.498690726765849,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,SB203580,0.498690726765849,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Selumetinib,-2.19135563565569,Sensitive,-1.792282191,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Selumetinib,-0.29396628538068,Sensitive,-0.349404499,Sensitive,Subgroup 2,pancreas-like
HuH-28,Selumetinib,-0.639394301346278,Sensitive,-0.612086683,Sensitive,Subgroup 2,liver-like
KKK-D068,Selumetinib,1.00045923790002,Resistant,0.634946821,Resistant,Subgroup 2,liver-like
KKK-D131,Selumetinib,0.467580856304256,Resistant,0.22971722,Resistant,Subgroup 2,pancreas-like
KKK-D138,Selumetinib,-0.749440817612743,Sensitive,-0.695772018,Sensitive,Subgroup 1,liver-like
KKU-055,Selumetinib,1.15445234187125,Resistant,0.752051523,Resistant,Subgroup 2,liver-like
KKU-100,Selumetinib,0.740018153926611,Resistant,0.436893306,Resistant,Subgroup 2,liver-like
KKU-156,Selumetinib,0.165501886465431,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-213,Selumetinib,-0.686086545544535,Sensitive,-0.647593996,Sensitive,Subgroup 1,pancreas-like
KKU-214,Selumetinib,-0.123300517790431,Sensitive,-0.219621,Sensitive,Subgroup 1,pancreas-like
RBE,Selumetinib,-1.3503648544276,Sensitive,-1.152747223,Sensitive,Subgroup 1,liver-like
SSP-25,Selumetinib,1.15445234187125,Resistant,0.752051523,Resistant,Subgroup 2,liver-like
TFK-1,Selumetinib,1.15445234187125,Resistant,0.752051523,Resistant,Subgroup 2,pancreas-like
YSCCC,Selumetinib,0.196991797547875,Resistant,0.023946635,Resistant,Subgroup 2,pancreas-like
HuCCA-1,SH-4-54,-1.15074692894004,Sensitive,-0.198073892,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,SH-4-54,-0.53848488666174,Sensitive,-0.117963592,Sensitive,Subgroup 2,pancreas-like
HuH-28,SH-4-54,-0.993701386075781,Sensitive,-0.177525557,Sensitive,Subgroup 2,liver-like
KKK-D068,SH-4-54,-0.761118290890227,Sensitive,-0.14709365,Sensitive,Subgroup 2,liver-like
KKK-D131,SH-4-54,0.901638065475553,Resistant,0.070466645,Resistant,Subgroup 2,pancreas-like
KKK-D138,SH-4-54,0.901638065475553,Resistant,0.070466645,Resistant,Subgroup 1,liver-like
KKU-055,SH-4-54,-2.14612785358949,Sensitive,-0.328312677,Sensitive,Subgroup 2,liver-like
KKU-100,SH-4-54,-0.73867869975543,Sensitive,-0.144157583,Sensitive,Subgroup 2,liver-like
KKU-156,SH-4-54,0.779715199414858,Resistant,0.054513872,Resistant,Subgroup 1,pancreas-like
KKU-213,SH-4-54,0.363079952721014,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-214,SH-4-54,-0.223765499076485,Sensitive,-0.076784713,Sensitive,Subgroup 1,pancreas-like
RBE,SH-4-54,0.901638065475553,Resistant,0.070466645,Resistant,Subgroup 1,liver-like
SSP-25,SH-4-54,0.901638065475553,Resistant,0.070466645,Resistant,Subgroup 2,liver-like
TFK-1,SH-4-54,0.901638065475553,Resistant,0.070466645,Resistant,Subgroup 2,pancreas-like
YSCCC,SH-4-54,0.901638065475553,Resistant,0.070466645,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Staurosporine,0.494979302300544,Resistant,0.126062043,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Staurosporine,0.064399948703877,Resistant,0.020632122,Resistant,Subgroup 2,pancreas-like
HuH-28,Staurosporine,-0.906741329447378,Sensitive,-0.217157608,Sensitive,Subgroup 2,liver-like
KKK-D068,Staurosporine,-0.906741329447378,Sensitive,-0.217157608,Sensitive,Subgroup 2,liver-like
KKK-D131,Staurosporine,-0.0198623334815337,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,Staurosporine,-0.0775474312731773,Resistant,-0.01412454,Sensitive,Subgroup 1,liver-like
KKU-055,Staurosporine,0.481956936010468,Resistant,0.122873439,Resistant,Subgroup 2,liver-like
KKU-100,Staurosporine,-0.906741329447378,Sensitive,-0.217157608,Sensitive,Subgroup 2,liver-like
KKU-156,Staurosporine,-0.906741329447378,Sensitive,-0.217157608,Sensitive,Subgroup 1,pancreas-like
KKU-213,Staurosporine,0.721836296061437,Resistant,0.18160933,Resistant,Subgroup 1,pancreas-like
KKU-214,Staurosporine,-0.668358330767128,Sensitive,-0.15878811,Sensitive,Subgroup 1,pancreas-like
RBE,Staurosporine,-0.906741329447378,Sensitive,-0.217157608,Sensitive,Subgroup 1,liver-like
SSP-25,Staurosporine,0.524035254210899,Resistant,0.133176566,Resistant,Subgroup 2,liver-like
TFK-1,Staurosporine,2.85187096585857,Resistant,0.703161014,Resistant,Subgroup 2,pancreas-like
YSCCC,Staurosporine,0.160396039612934,Resistant,0.044137337,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Sunitinib,1.56801690899859,Resistant,0.415538587,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Sunitinib,-0.250997064235765,Sensitive,-0.112898616,Sensitive,Subgroup 2,pancreas-like
HuH-28,Sunitinib,-0.760982757107033,Sensitive,-0.261053285,Sensitive,Subgroup 2,liver-like
KKK-D068,Sunitinib,0.26279244092108,Resistant,0.036361089,Resistant,Subgroup 2,liver-like
KKK-D131,Sunitinib,1.56801690899859,Resistant,0.415538587,Resistant,Subgroup 2,pancreas-like
KKK-D138,Sunitinib,-0.906443638173405,Sensitive,-0.303310762,Sensitive,Subgroup 1,liver-like
KKU-055,Sunitinib,-1.99297016606259,Sensitive,-0.618954868,Sensitive,Subgroup 2,liver-like
KKU-100,Sunitinib,0.137628412730926,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-156,Sunitinib,-0.189670382616415,Sensitive,-0.095082755,Sensitive,Subgroup 1,pancreas-like
KKU-213,Sunitinib,-0.533038721743722,Sensitive,-0.194833833,Sensitive,Subgroup 1,pancreas-like
KKU-214,Sunitinib,-1.30596900582445,Sensitive,-0.419375878,Sensitive,Subgroup 1,pancreas-like
RBE,Sunitinib,0.756092506091645,Resistant,0.179668458,Resistant,Subgroup 1,liver-like
SSP-25,Sunitinib,0.598192052924744,Resistant,0.133797192,Resistant,Subgroup 2,liver-like
TFK-1,Sunitinib,0.361477827482498,Resistant,0.065029934,Resistant,Subgroup 2,pancreas-like
YSCCC,Sunitinib,0.687854677615321,Resistant,0.159844857,Resistant,Subgroup 2,pancreas-like
HuCCA-1,TAE684,-1.03868743172155,Sensitive,-0.267717712,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,TAE684,0.445487000812596,Resistant,0.078758653,Resistant,Subgroup 2,pancreas-like
HuH-28,TAE684,-2.47922914980357,Sensitive,-0.604008142,Sensitive,Subgroup 2,liver-like
KKK-D068,TAE684,0.10811455370952,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,TAE684,0.58334983255569,Resistant,0.110942345,Resistant,Subgroup 2,pancreas-like
KKK-D138,TAE684,-0.278099425951269,Sensitive,-0.090160572,Sensitive,Subgroup 1,liver-like
KKU-055,TAE684,-0.889504622679628,Sensitive,-0.232891403,Sensitive,Subgroup 2,liver-like
KKU-100,TAE684,0.883647365011448,Resistant,0.181045963,Resistant,Subgroup 2,liver-like
KKU-156,TAE684,1.40551742473498,Resistant,0.302875067,Resistant,Subgroup 1,pancreas-like
KKU-213,TAE684,0.43639150082975,Resistant,0.076635334,Resistant,Subgroup 1,pancreas-like
KKU-214,TAE684,-0.312788032255873,Sensitive,-0.09825853,Sensitive,Subgroup 1,pancreas-like
RBE,TAE684,1.29621882083995,Resistant,0.277359614,Resistant,Subgroup 1,liver-like
SSP-25,TAE684,0.471900853754252,Resistant,0.084924893,Resistant,Subgroup 2,liver-like
