ID,Description,Cell,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,,
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,KKU-100,142,0.459196951,1.770210687,0.001474926,0.007159221,0.00346657,1336,tags=34%, list=11%, signal=31%,SERPINE2/TNFRSF11B/TFPI2/NNMT/APLP1/IL15/IGFBP4/TIMP3/EMP3/SPP1/SAT1/CXCL8/COL5A2/GJA1/TGFBR3/CXCL1/COL12A1/ENO2/FSTL3/TIMP1/MYL9/IGFBP3/FGF2/COL3A1/IGFBP2/PTX3/PLOD1/BDNF/HTRA1/THBS2/COL4A2/LGALS1/TPM2/COL4A1/TGM2/ABI3BP/LOX/LRP1/ITGB1/FBLN1/PLAUR/ITGB5/PVR/JUN/BMP1/CALD1/ECM2/RHOB
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,KKU-100,142,0.598117854,2.305752717,0.001474926,0.007159221,0.00346657,1812,tags=47%, list=14%, signal=41%,C1S/C1R/BST2/IFI44L/XAF1/IL15/PDE4B/ISG15/IFI35/HLA-A/MX1/IFI44/OAS2/IFIH1/UBE2L6/DDX60/CASP1/IFIT1/IFITM3/OAS3/IRF7/IFIT3/IRF9/SOD2/PLSCR1/HLA-B/STAT1/HERC6/DDX58/SAMD9L/LGALS3BP/SECTM1/HELZ2/NFKBIA/HIF1A/B2M/IFIT2/STAT2/LYSMD2/SP110/PSME2/DHX58/RNF31/PARP12/BTG1/PSME1/LAP3/IFNAR2/EPSTI1/PNPT1/APOL6/PNP/CDKN1A/NLRC5/PARP14/EIF2AK2/IRF1/CMTR1/STAT3/IL15RA/IRF2/TRAFD1/TRIM25/RBCK1/SAMHD1/NMI/PML
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,KKU-100,137,0.432500435,1.659950531,0.00147929,0.007159221,0.00346657,1664,tags=26%, list=13%, signal=22%,C1S/TFPI2/C1R/CLU/CTSL/KYNU/PLAT/CXCL1/CASP1/CD55/TIMP1/IRF7/PLSCR1/CTSO/RCE1/DOCK4/COL4A2/ATOX1/ZEB1/LAP3/CEBPB/DOCK10/LRP1/PLAUR/F10/LGMN/GMFB/PRCP/CALM3/IRF1/CD59/MAFF/IRF2/RNF4/HSPA5
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,KKU-100,134,0.528993907,2.026804517,0.00147929,0.007159221,0.00346657,1813,tags=31%, list=14%, signal=26%,ALDH3A1/IGFBP1/AKR1C2/AKR1C3/SMOX/IGFBP4/NQO1/KYNU/VTN/PC/HMOX1/IL1R1/UGDH/PTGR1/PGD/SERTAD1/BPHL/GCNT2/BLVRB/PDLIM5/GNMT/ECH1/ABCC3/SHMT2/PTS/FBLN1/PROS1/CBR1/SLC1A5/F10/BCAT1/DHRS7/CYFIP2/DDT/GCLC/GSS/TNFRSF1A/ENTPD5/PDK4/PMM1/GSR
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,KKU-100,105,0.520902247,1.930968167,0.001510574,0.007159221,0.00346657,4099,tags=58%, list=33%, signal=39%,IGFBP1/STC2/SLC7A5/IFIT1/PSAT1/ATF3/DNAJB9/ATF4/DDIT4/CEBPB/HERPUD1/PDIA5/SLC30A5/SRPRB/HSPA9/WIPI1/RPS14/EXOSC5/CEBPG/XBP1/SSR1/PARN/YIF1A/ASNS/PREB/IMP3/HSPA5/WFS1/XPOT/CNOT2/SHC1/GOSR2/EIF4E/MTHFD2/DCP1A/ALDH18A1/NPM1/VEGFA/SEC31A/EDEM1/SEC11A/LSM1/HSP90B1/TUBB2A/EIF4EBP1/NHP2/HYOU1/EIF2AK3/SLC1A4/CALR/PDIA6/ATP6V0D1/FKBP14/KIF5B/LSM4/DDX10/PAIP1/TSPYL2/NFYB/NOP56/TATDN2
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,KKU-100,74,0.754966817,2.639073162,0.001582278,0.007159221,0.00346657,1785,tags=64%, list=14%, signal=55%,C1S/BST2/IFI44L/IL15/ISG15/IFI35/MX1/IFI44/IFIH1/UBE2L6/DDX60/NCOA7/CASP1/IFITM3/IRF7/IFIT3/IRF9/PLSCR1/HERC6/SAMD9L/LGALS3BP/HELZ2/UBA7/B2M/IFIT2/STAT2/SP110/PSME2/DHX58/RNF31/NUB1/PARP12/PSME1/LAP3/EPSTI1/HLA-C/PNPT1/TRIM5/PARP14/SAMD9/EIF2AK2/IRF1/CMTR1/IRF2/TRAFD1/TRIM25/NMI
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,KKU-100,44,0.564303787,1.777357771,0.001650165,0.007159221,0.00346657,2680,tags=61%, list=21%, signal=48%,NQO1/ABCC1/MGST1/SRXN1/JUNB/PRDX4/SOD2/NDUFA6/TXNRD1/ATOX1/GLRX/NDUFB4/GCLM/PRDX1/PRDX2/GPX4/PRNP/GCLC/GSR/LAMTOR5/EGLN2/SOD1/TXNRD2/PFKP/TXN/GLRX2/FTL
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,KKU-100,50,0.554528644,1.772542568,0.001658375,0.007159221,0.00346657,1818,tags=34%, list=14%, signal=29%,A2M/CXCL1/HMOX1/IL1R1/IRF9/STAT1/STAT2/OSMR/INHBE/JUN/HAX1/IRF1/STAT3/IL15RA/TNFRSF1A/CD44/ACVR1B
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,KKU-100,23,0.687972249,1.875828842,0.001718213,0.007159221,0.00346657,244,tags=30%, list=2%, signal=30%,STC1/S100A4/SPP1/COL5A2/VTN/TIMP1/COL3A1
HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,KKU-100,105,0.422007356,1.564367929,0.003021148,0.0116198,0.00562643,1820,tags=37%, list=15%, signal=32%,BST2/CCR7/IL15/EMP3/PDE4B/CXCL8/CCL20/CD55/EDN1/TIMP1/IL1R1/IRF7/TLR3/TNFSF9/NFKBIA/ABCA1/HIF1A/SLC7A2/SLC11A2/KIF1B/LPAR1/TNFSF15/OSMR/IRAK2/CDKN1A/PLAUR/PVR/EIF2AK2/ADM/IRF1/ITGB8/ATP2B1/ADRM1/IL15RA/SLC31A1/NMI/IL18/ACVR1B/EREG
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,KKU-100,192,0.372472645,1.493283204,0.004225352,0.015090543,0.007307,3629,tags=34%, list=29%, signal=25%,PRDX4/LDHA/RPL34/SNRPD2/PSMA6/AP3S1/EIF1AX/RUVBL2/NME1/RPS5/PHB2/RPL18/PRPF31/PGK1/RSL1D1/PSMD8/PSMA4/VDAC1/XPOT/HDDC2/UBA2/MRPL23/EIF4E/MYC/CDC45/EIF2S2/ETF1/RPLP0/MCM6/APEX1/FBL/NPM1/PSMC4/CCT2/TRIM28/COX5A/RPS6/ODC1/SRM/PCNA/TXNL4A/RPL14/CNBP/CTPS1/DUT/SNRPB2/XRCC6/TYMS/GLO1/U2AF1/CCNA2/DHX15/SNRPA/RPS10/NHP2/EEF1B2/HNRNPA1/RPS2/SNRPA1/PSMA1/RPL6/HNRNPR/RNPS1/SF3B3/PSMB2/CANX
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,KKU-100,170,0.373672352,1.475659708,0.007183908,0.02394636,0.01159508,3074,tags=39%, list=24%, signal=30%,STC1/STC2/ANGPTL4/PC/ENO2/IGFBP3/GLCE/B4GALT1/PLOD1/PDK3/LDHA/GYS1/ENO1/B4GALT4/DDIT4/GLRX/SAP30/CTH/P4HA2/SOX9/ABCB6/GMPPA/P4HA1/GFPT1/MIF/AK4/LHPP/PGK1/HAX1/PYGB/ALDH7A1/B4GALT7/ALDOA/GCLC/HSPA5/CD44/RBCK1/CHST12/NDUFV3/PYGL/TPI1/SOD1/AGRN/SRD5A3/AK3/IDH1/SDC2/PFKP/PAM/TXN/EXT2/VEGFA/IDUA/PSMC4/PGLS/SLC16A3/SDC3/MDH2/GALK1/GALK2/PHKA2/CLN6/SLC25A10/CITED2/HOMER1/AKR1A1/PPP2CB
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,KKU-100,122,0.387209036,1.468551585,0.009036145,0.027066041,0.013105662,2796,tags=35%, list=22%, signal=28%,NR4A1/CXCL2/FOS/HMOX1/ENO2/JUNB/FOSB/SOD2/IGFBP2/EIF2S3/CCND3/ATF3/NFKBIA/HLA-F/AP2S1/BTG1/SHOX2/NPTXR/CCNE1/CEBPG/CREG1/FURIN/RHOB/IRF1/ASNS/HSPA13/ALDOA/GLS/SLC25A4/GRPEL1/CHRNA5/MRPL23/SPR/CYB5B/HYAL2/CASP3/BTG2/EIF5/UROD/GGH/GCH1/BSG/MGAT1
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,KKU-100,135,-0.361116073,-1.474239918,0.009202454,0.027066041,0.013105662,1835,tags=29%, list=15%, signal=25%,ITGA2/DSC3/CTNND1/NLGN2/BAIAP2/MYH10/CD274/ITGB4/MAP4K2/VCAN/JAM3/VCL/CDH4/COL17A1/MAPK13/DLG1/PARD6G/CLDN7/SYK/INSIG1/TSC1/CAP1/IRS1/ICAM1/PCDH1/RAC2/LAMB3/CLDN4/LAMA3/MDK/ICAM2/CDH3/LIMA1/SKAP2/AMIGO2/MPZL2/CDH1/TGFBI/LAMC2
HALLMARK_COAGULATION,HALLMARK_COAGULATION,KKU-100,82,0.415681947,1.484144777,0.010719755,0.029777097,0.014418384,1606,tags=24%, list=13%, signal=21%,C1S/TFPI2/C1R/GDA/TIMP3/CLU/A2M/PLAT/TIMP1/CTSO/HTRA1/ARF4/LRP1/PROS1/F10/LGMN/BMP1/FURIN/MSRB2/MAFF
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,KKU-100,127,0.375658223,1.435836756,0.013353116,0.035139778,0.017015051,2650,tags=35%, list=21%, signal=28%,ALDH3A1/UBE2L6/BLVRA/ENO2/DECR1/UGDH/PDHA1/SLC22A5/BPHL/LDHA/D2HGDH/LGALS1/CPT1A/PSME1/UROS/ADSL/OSTC/ECH1/AADAT/ECI1/PTS/NCAPH2/MLYCD/CBR1/MIF/SUCLG2/AUH/HADH/ALDOA/ACADM/PCBD1/ERP29/IL4I1/HSD17B11/GABARAPL1/ALDH3A2/IDH1/ACSL1/APEX1/ADIPOR2/UROD/GSTZ1/GPD2/MDH2/ODC1
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,KKU-100,132,0.362715157,1.388408456,0.019345238,0.048363095,0.02341792,2183,tags=29%, list=17%, signal=24%,SLC2A3/APLP1/SPP1/IFITM3/PLSCR1/CCND3/PDCD2L/NDRG1/CKAP4/SERPINB6/SOCS2/NFIL3/TGM2/P4HA1/PNP/PTRH2/CCNE1/MUC1/SLC1A5/ENPP1/XBP1/FURIN/RHOB/SLC39A8/GPX4/SPRY4/DENND5A/PRNP/PRKCH/CTSZ/MAFF/CD44/CDCP1/ST3GAL4/GABARAPL1/MYC/HIPK2/NCOA3
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,KKU-100,129,0.362787801,1.383528471,0.020864382,0.049677099,0.024054174,2989,tags=35%, list=24%, signal=27%,TIMP3/CLU/SAT1/TGFBR3/PLAT/CASP1/HMOX1/ENO2/TIMP1/IFITM3/SOD2/BNIP3L/SLC20A1/ATF3/BIRC3/CDC25B/CTH/CDKN1A/DAP/BAX/JUN/RHOB/GPX4/IRF1/CD44/MCL1/IL18/GSR/EREG/APP/SOD1/ETF1/PDCD4/CASP3/GPX1/BTG2/CASP9/VDAC2/PSEN1/TNFSF10/GCH1/FDXR/RHOT2/PMAIP1/BTG3
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,KKU-100,90,0.39016139,1.40860847,0.023076923,0.052447552,0.025395657,1820,tags=26%, list=15%, signal=22%,SRGN/IL15/HLA-A/BCL3/GALNT1/TIMP1/IRF7/STAT1/CCND3/TLR3/HIF1A/B2M/TPD52/IFNAR2/RPS19/RPS9/NME1/TLR6/BCAT1/DEGS1/AKT1/IL18/EREG
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KKU-100,76,0.41237453,1.448999537,0.026645768,0.057925583,0.028048177,1644,tags=24%, list=13%, signal=21%,IFI44L/MYOT/NR4A2/LYPD3/MX1/SGK1/EDN1/IGFBP2/KCNN1/MTHFR/SHOX2/ZNF112/AKR1B10/GAMT/SYNPO/PDK2/TGM1/PTPRJ
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,KKU-100,189,0.332029398,1.331739223,0.029288703,0.061018131,0.029545621,2579,tags=30%, list=21%, signal=24%,SLC2A3/STC1/SLC7A5/PSAT1/TXNRD1/LDHA/PPP1R15A/ENO1/DDIT4/NFIL3/SLC7A11/GLRX/SDF2L1/CTH/GPI/PSPH/P4HA1/PNP/CDKN1A/SHMT2/GAPDH/HSPA9/MTHFD2L/PFKL/NFKBIB/PRDX1/SLC1A5/AK4/LGMN/PGK1/BCAT1/XBP1/SSR1/ASNS/PSMA4/ALDOA/GCLC/QDPR/HSPA5/GBE1/USO1/PHGDH/GSR/PSMB5/TPI1/CYB5B/IDH1/MTHFD2/CTSC/EIF2S2/ETF1/TOMM40/BTG2/PSMC4/EDEM1/ADIPOR2/SEC11A
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,KKU-100,194,-0.292729464,-1.255127724,0.033444816,0.066889632,0.032388664,2683,tags=29%, list=21%, signal=23%,RALBP1/RASA1/FBXO5/KIF2C/CCNB2/NOTCH2/SSH2/FGD4/KIF20B/BCAR1/TPX2/STK38L/TIAM1/EZR/KIF23/EPB41L2/RHOF/GEMIN4/FGD6/RAB3GAP1/TUBGCP3/NET1/NUMA1/ABI1/MYH10/DLGAP5/CENPF/GSN/KIF4A/KIF3C/NEK2/BUB1/VCL/SMC4/FLNA/CEP192/KIF11/CEP57/DLG1/CNTRL/TSC1/CEP72/ANLN/SPTAN1/TRIO/INCENP/RASAL2/NEDD9/MARCKS/NDC80/MYO1E/ARHGAP29/CSNK1D/SPTBN1/TTK/FARP1
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,KKU-100,172,0.329800913,1.304131511,0.044476327,0.083920779,0.040635324,3069,tags=38%, list=24%, signal=29%,LAMA4/ANGPTL4/DECR1/BCKDHA/UQCRQ/ABCA1/PPP1R15B/DNAJB9/PHYH/NDUFB7/UBC/COL4A1/ADCY6/TANK/ANGPT1/ECH1/ETFB/SAMM50/PFKL/RAB34/SOWAHC/SLC1A5/PIM3/VEGFB/DHRS7/COQ9/GPX4/SLC27A1/PREB/HADH/DDT/ALDOA/ACADM/QDPR/LIPE/GBE1/UQCR10/COX6A1/REEP5/AGPAT3/GRPEL1/TOB1/SOD1/JAGN1/IDH1/PDCD4/IDH3A/UCK1/CMBL/ADIPOR2/ATP1B3/GPD2/MDH2/GPHN/CD151/BCL6/COX8A/ACAA2/MRAP/CMPK1/SLC25A10/ARL4A/MARC2/BCL2L13/CCNG2
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,KKU-100,121,0.345638024,1.309112714,0.045317221,0.083920779,0.040635324,1562,tags=23%, list=12%, signal=20%,STC2/CLU/NQO1/ADCY9/PC/PPP1R3C/IGFBP3/FGF2/COL3A1/KIFC3/TNNT1/CKB/COL4A2/TPM2/DMPK/MAPK12/CDKN1A/ITGB1/OCEL1/ITGB5/WWTR1/BAG1/SORBS3/FHL1/BIN1/PRNP/MRAS/AKT2
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,KKU-100,180,0.313581402,1.244734243,0.073968706,0.129691791,0.062798131,1166,tags=18%, list=9%, signal=16%,PITPNC1/S100A4/SAT1/TSC22D1/FOS/CASP1/HMOX1/CDKN2AIP/CEBPA/LDHB/CCND3/OSGIN1/TNFSF9/SLC3A2/TM4SF1/ATF3/PPP1R15A/CGRRF1/NDRG1/RPS27L/SERTAD3/DDIT4/SLC7A11/BTG1/PVT1/HINT1/CDKN1A/AEN/PERP/RPL18/BAX/JUN
HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,KKU-100,155,0.320393911,1.246693177,0.075221239,0.129691791,0.062798131,3360,tags=34%, list=27%, signal=25%,SMOX/BLVRA/PC/SLC25A37/CCND3/BNIP3L/BLVRB/SLC11A2/ARL2BP/SLC22A4/SLC7A11/UROS/P4HA2/NR3C1/ABCB6/BTRC/BCAM/GCLM/EPB41/HTATIP2/HAGH/PRDX2/ASNS/MPP1/GCLC/RHD/SLC30A1/FOXJ2/ELL2/FN3K/HEBP1/ALDH6A1/SLC25A38/BTG2/CAST/PGLS/CIR1/UROD/FBXO7/ADIPOR1/TCEA1/YPEL5/BSG/FBXO9/CDR2/OSBP2/NFE2L1/KHNYN/GLRX5/C3/RHCE/MOCOS/ISCA1
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,KKU-100,149,0.312831676,1.214230065,0.104258443,0.173764072,0.084138393,1313,tags=20%, list=10%, signal=18%,TFPI2/CA12/IGFBP4/IMPA2/SLC7A5/SGK1/ASS1/FOXC1/FOS/SLC26A2/CYP4F11/RAB31/UGDH/TFAP2C/SLC22A5/CKB/BLVRB/ZFP36/ABCA3/PRKAR2B/CHPT1/OPN3/EMP2/ETFB/PERP/DNAJC1/FABP5/BAG1/XBP1/CPE
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,KKU-100,29,0.445393812,1.270526761,0.139219015,0.224546799,0.108727924,1832,tags=34%, list=15%, signal=30%,NOTCH3/PSENEN/SAP30/RBX1/FZD1/FZD7/PRKCA/SKP1/TCF7L2/HES1
HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,KKU-100,57,0.37014547,1.231919245,0.145631068,0.227548544,0.1101814,4778,tags=46%, list=38%, signal=28%,TFB2M/TBRG4/EXOSC5/RRP12/GRWD1/PES1/BYSL/MYC/MRTO4/NPM1/MYBBP1A/IMP4/NOP2/SRM/SLC29A2/NDUFAF4/IPO4/NOP56/PPAN/PA2G4/TMEM97/FARSA/NOP16/MPHOSPH10/GNL3/UTP20
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,KKU-100,159,0.299331125,1.167336367,0.154185022,0.23361367,0.113118198,841,tags=15%, list=7%, signal=14%,STC2/CA12/IGFBP4/SLC7A5/GJA1/SYT12/ADCY9/FOXC1/FOS/SLC26A2/RAB31/TFAP2C/SLC22A5/B4GALT1/THSD4/BLVRB/ABCA3/SLC7A2/CHPT1/OPN3/SYBU/KLF10/TGM2/CALB2
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,KKU-100,111,0.303121464,1.130847238,0.227617602,0.334731768,0.162080646,2141,tags=31%, list=17%, signal=26%,GNG11/GFPT2/SPP1/PLAT/CCL20/ANGPTL4/IGFBP3/KCNN4/SPON1/CD37/TFPI/PPP1R15A/BIRC3/TMEM158/GLRX/CBR4/TRIB2/SOX9/ETV5/PLAUR/ETV1/SDCCAG8/CPE/CBX8/ZNF277/AKT2/ATG10/ZNF639/TRIB1/EREG/BTBD3/MAP7/CFH/SPRY2
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,KKU-100,120,0.294676679,1.114511289,0.246969697,0.352813853,0.170836181,1627,tags=18%, list=13%, signal=15%,COL5A2/EFEMP1/GJA1/TGFBR3/ABCC1/DUSP1/COL3A1/BDNF/TFPI/PTPRM/PDLIM5/PRKAR2B/LPAR1/DBP/NR3C1/PRKCA/MAP2K5/PLCB4/ATP2B1/TGFBR2/ATXN1
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,KKU-100,88,0.30815755,1.114648825,0.277945619,0.386035582,0.186922493,2264,tags=27%, list=18%, signal=23%,SAT1/SGK1/TSC22D1/SLC26A2/CCND3/B4GALT1/NKX3-1/PDLIM5/DNAJB9/B2M/NDRG1/TPD52/PTK2B/RRP12/TMEM50A/SLC38A2/ADRM1/UAP1/AKT1/GSR/ELL2/MAP7/SEC24D/ADAMTS1
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,KKU-100,68,0.318383339,1.092721721,0.310509554,0.419607506,0.203178371,1328,tags=24%, list=11%, signal=21%,CLU/ETHE1/GLDC/PLSCR1/GPX8/CPEB2/PDK3/ATF3/NFIL3/ECH1/FBXO6/PLAUR/PNRC1/FABP5/LGMN/GNAI1
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,KKU-100,91,0.298858999,1.083256174,0.325153374,0.427833387,0.20716143,2596,tags=24%, list=21%, signal=19%,RAB9A/ARFGAP3/ABCA1/KIF1B/AP2S1/TPD52/AP3S1/NAPA/USO1/STX16/ERGIC3/COPE/GOSR2/BET1/SOD1/SEC24D/CTSC/SEC22B/PAM/VAMP4/SEC31A/GNAS
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,KKU-100,70,0.308003979,1.062525081,0.360189573,0.461781504,0.223599465,2952,tags=37%, list=24%, signal=29%,ABCA1/ABCA3/SLC23A2/BCAR3/PHYH/GNMT/GCLM/ABCD1/MLYCD/PECR/ATXN1/LIPE/IDH2/ABCA5/SOD1/HSD17B11/IDH1/PRDX5/ACSL1/SLCO1A2/ABCA2/PEX12/PEX1/NUDT12/BMP6/FDXR
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,KKU-100,52,-0.2840262,-0.991104466,0.457711443,0.571954507,0.276946393,461,tags=13%, list=4%, signal=13%,ENG/SERPINE1/ID3/SPTBN1/THBS1/ID2/CDH1
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,KKU-100,65,-0.275018135,-0.994061596,0.469002695,0.571954507,0.276946393,2575,tags=26%, list=21%, signal=21%,KIF2C/CCNB2/DBF4/ACRV1/TOPBP1/LPIN1/NCAPH/CHFR/IL12RB2/NEK2/BUB1/JAM3/STRBP/OAZ3/TSSK2/TTK/MLF1
HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,KKU-100,85,0.262280261,0.939933342,0.570324575,0.665355621,0.322172195,3147,tags=32%, list=25%, signal=24%,SOD2/ESR2/SLC23A2/SEMA3C/ECH1/ABCD1/MLYCD/PRDX1/ATXN1/NUDT19/IDH2/SLC25A4/MVP/SOD1/SLC25A19/HSD17B11/IDH1/SLC25A17/PRDX5/ACSL1/FIS1/ITGB1BP1/CLN6/CNBP/CTPS1/PEX5/HSD17B4
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,KKU-100,85,0.261642822,0.937648953,0.573415765,0.665355621,0.322172195,4691,tags=40%, list=37%, signal=25%,MAP2K6/ATF1/STAT2/CDKN1A/PRKAA2/NFKBIB/AKT1S1/MAPK9/AKT1/TNFRSF1A/RPTOR/SMAD2/EIF4E/E2F1/ECSIT/PRKAG1/HSP90B1/UBE2D3/CDKN1B/CALR/DUSP3/PDK1/NOD1/NCK1/GRB2/RIPK1/PIN1/PFN1/HRAS/RPS6KA3/CAB39L/SQSTM1/PLA2G12A/ARHGDIA
HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,KKU-100,22,-0.323303244,-0.917512882,0.598108747,0.665355621,0.322172195,3057,tags=41%, list=24%, signal=31%,AMOT/L1CAM/RASA1/NRP1/CDK6/NRP2/PTCH1/ETS2/CDK5R1
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,KKU-100,142,0.243467365,0.938570106,0.598820059,0.665355621,0.322172195,3149,tags=28%, list=25%, signal=21%,PDE4B/NME4/ADCY6/RBX1/NME3/SAC3D1/BCAM/PNP/NME1/POLE4/POLD1/RRM2B/GPX4/ADRM1/DAD1/NUDT9/TK2/POLR3GL/POLR2I/ERCC4/POLD4/AK3/NT5C3A/EDF1/MPG/NFX1/SUPT5H/NT5C/AK1/PCNA/ELL/GTF2H5/DUT/POLA2/USP11/TYMS/CSTF3/APRT/POLB/POLL
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,KKU-100,27,0.316471891,0.889903551,0.642372881,0.698231393,0.33809099,328,tags=11%, list=3%, signal=11%,LYPD3/EFNA5/B4GALT1
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,KKU-100,15,-0.341032353,-0.867845553,0.662192394,0.704459993,0.341106944,1861,tags=40%, list=15%, signal=34%,HNF1A/DPP4/ELP4/VDR/PAX6/CHGA
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,KKU-100,28,0.236014413,0.666021101,0.938037866,0.977122777,0.473133134,2766,tags=25%, list=22%, signal=20%,CSNK1E/FZD1/GNAI1/MYC/KAT2A/AXIN1/RBPJ
HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,KKU-100,185,-0.174177498,-0.738872124,0.996551724,1,0.484210526,2695,tags=23%, list=21%, signal=18%,UPF1/RACGAP1/BARD1/SMAD3/LBR/CUL4A/FBXO5/KIF2C/TFDP1/CCNB2/NOTCH2/DTYMK/KIF20B/DBF4/TPX2/KIF23/MYBL2/CDC20/AURKB/MCM2/NUMA1/DKC1/MKI67/FANCC/CENPF/KIF4A/PDS5B/PRIM2/NEK2/BUB1/SQLE/CKS1B/SMC4/KIF11/INCENP/HMGB3/RASAL2/MARCKS/DDX39A/NDC80/MEIS2/TTK
HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,KKU-100,194,-0.126829892,-0.543804887,1,1,0.484210526,3441,tags=29%, list=27%, signal=21%,PLK1/CKS2/TP53/RPA3/TUBG1/BIRC5/SMC6/ING3/LMNB1/MCM7/CDCA3/CCP110/POP7/RAD1/PRKDC/RACGAP1/BARD1/DNMT1/RPA1/LBR/WEE1/KIF2C/CCNB2/POLD3/ANP32E/PSMC3IP/EIF2S1/E2F8/CDCA8/DSCC1/ATAD2/KIF18B/MYBL2/EXOSC8/RFC3/CDC20/BUB1B/AURKB/MCM2/DEPDC1/MSH2/MKI67/DIAPH3/DLGAP5/MCM4/KIF4A/PDS5B/PRIM2/NUP153/CKS1B/SMC4/PRPS1/CIT/EED/HMGB3/DDX39A
