Batch,cellline,agent,type,Subtype1,Subtype2,GR50,GR_AOC,IC50,AUC
B55,HuCCT1,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,1.168103045,0.304020354,1.499046783,0.763109403
B55,HUH28,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.61608821,0.542526861,4.685908557,0.815431092
B55,KKU055,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.467045403,0.525507674,0.395880684,0.545904143
B55,KKU100,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.706591988,0.570884783,0.968575774,0.635954053
B55,KKU156,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,2.532252732,0.216883614,2.32257282,0.783902584
B55,KKU213,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,2.365935899,0.22563086,2.195010337,0.781854393
B55,KKU214,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,2.775073773,0.220333535,2.847027154,0.811488584
B55,KKKD068,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,2.402827927,0.233927742,3.036732483,0.844376586
B55,KKKD131,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.678481434,0.42490212,0.978908997,0.647209913
B55,KKKD138,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,1.178338969,0.458388762,1.843797959,0.739453444
B55,RBE,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,2.183496591,0.251275261,2.322708656,0.778086816
B55,SSP25,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,2.81348367,0.1982335,2.88049083,0.834877359
B55,TFK1,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,2.042989674,0.230225006,2.79812655,0.823663403
B55,YSCCC,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,1.770646902,0.324754895,2.518041458,0.782095574
B34,HuCCA1,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,0.10297115,10,0.952300894
B34,HuCCT1,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,-0.011875491,10,1.014058227
B34,HUH28,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,-0.090710989,10,1.030033187
B34,KKU055,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,0.02517491,10,0.961112301
B34,KKU100,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,-0.178774577,10,1.140749531
B34,KKU156,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,-0.002511064,10,1.003485127
B34,KKU213,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,-0.021180913,10,1.029966439
B34,KKU214,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,-0.057338337,10,1.077692991
B34,KKKD068,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,-0.093212249,10,1.076672332
B34,KKKD131,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,-0.021119504,10,1.017916795
B34,KKKD138,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,0.026592266,10,0.979074514
B34,RBE,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,0.003679916,10,0.996749702
B34,SSP25,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,0.005132177,10,0.99511731
B34,TFK1,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,0.045695295,10,0.935953584
B34,YSCCC,IWP-L6,Targeted drug,Wnt_beta-catenin,Wnt_beta-catenin,10,0.020536722,10,0.98691993
B56,HuCCA1,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.919898448,0.316739617,9.489997991,0.781030735
B56,HuCCT1,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.217339925,0.511496024,0.233202314,0.581149972
B56,HUH28,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.219731273,0.686554894,2.174208143,0.741787125
B56,KKU055,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,6.075838903,0.154743631,3.604386966,0.803876498
B56,KKU100,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,1.089516508,0.326604577,1.891229,0.745179492
B56,KKU156,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.429619225,0.425663826,0.281817933,0.56597562
B56,KKU213,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.475524942,0.419399481,0.400650344,0.599999751
B56,KKU214,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.672866613,0.374471771,0.699306098,0.658193168
B56,KKKD068,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.545998029,0.454055889,1.133248751,0.676262496
B56,KKKD131,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.789681178,0.376060755,1.352144478,0.672580505
B56,KKKD138,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.921136457,0.375074344,2.169152777,0.777687637
B56,RBE,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.434061017,0.47021803,0.478114437,0.583553909
B56,SSP25,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.684954435,0.363225729,0.714879412,0.660834631
B56,TFK1,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.829346906,0.295744413,1.383190118,0.772779332
B56,YSCCC,JQ1,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.831870855,0.360417798,1.909877261,0.752393225
Bmix,HuCCA1,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.066041185,10,1.048552353
Bmix,HuCCT1,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.099839356,10,1.123351003
Bmix,HUH28,JSH23,Targeted drug,NF_kB,NF_kB,10,-4.575232512,10,1.090682164
Bmix,KKU055,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.01642666,10,1.02508614
Bmix,KKU100,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.047454659,10,1.043521203
Bmix,KKU156,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.07861803,10,1.126152155
Bmix,KKU213,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.008834026,10,1.009338678
Bmix,KKU214,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.059684347,10,1.061300856
Bmix,KKKD068,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.172755958,10,1.137117882
Bmix,KKKD131,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.076067742,10,1.072128048
Bmix,KKKD138,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.166034986,10,1.114160187
Bmix,RBE,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.006512963,10,1.007534911
Bmix,SSP25,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.056884046,10,1.06649756
Bmix,TFK1,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.094557936,10,1.119075422
Bmix,YSCCC,JSH23,Targeted drug,NF_kB,NF_kB,10,-0.013673307,10,1.013429212
B42,HuCCA1,K03861,Targeted drug,CDK,CDK2,3.632491361,0.087730305,5.126991884,0.956299529
B42,HuCCT1,K03861,Targeted drug,CDK,CDK2,1.630629211,0.320589191,1.722795451,0.743289608
B42,HUH28,K03861,Targeted drug,CDK,CDK2,1.423937547,0.440180219,2.026779969,0.810985688
B42,KKU055,K03861,Targeted drug,CDK,CDK2,1.335925108,0.441102068,1.281649678,0.709601935
B42,KKU100,K03861,Targeted drug,CDK,CDK2,3.077731008,0.26523825,4.763803947,0.856336652
B42,KKU156,K03861,Targeted drug,CDK,CDK2,1.143769273,0.470358307,0.9562171,0.656984266
B42,KKU213,K03861,Targeted drug,CDK,CDK2,1.304281925,0.418654773,1.133354694,0.666529506
B42,KKU214,K03861,Targeted drug,CDK,CDK2,1.445241869,0.363430384,1.485787513,0.732356257
B42,KKKD068,K03861,Targeted drug,CDK,CDK2,1.78767256,0.281874873,2.036376434,0.817004626
B42,KKKD131,K03861,Targeted drug,CDK,CDK2,1.307374072,0.363042508,1.350392512,0.720134713
B42,KKKD138,K03861,Targeted drug,CDK,CDK2,1.724356837,0.348165954,2.117985529,0.810007604
B42,RBE,K03861,Targeted drug,CDK,CDK2,2.471011244,0.254461096,2.699000468,0.809830163
B42,SSP25,K03861,Targeted drug,CDK,CDK2,1.44805906,0.404983383,1.514304789,0.742114348
B42,TFK1,K03861,Targeted drug,CDK,CDK2,1.370494183,0.31392104,1.297957531,0.720964858
B42,YSCCC,K03861,Targeted drug,CDK,CDK2,3.520406478,0.020708019,4.363325737,0.997672171
B38,HuCCA1,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.029993834,10,0.975261974
B38,HuCCT1,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.015557788,10,0.982417538
B38,HUH28,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.037732686,10,0.984279813
B38,KKU055,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,-0.020948226,10,1.036732044
B38,KKU100,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.095777506,10,0.90097954
B38,KKU156,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.021745154,10,0.968159888
B38,KKU213,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.014231589,10,0.978369668
B38,KKU214,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.035379401,10,0.94816811
B38,KKKD068,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.054296104,10,0.954110015
B38,KKKD131,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.002090394,10,0.998045719
B38,KKKD138,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.0117554,10,0.988297107
B38,RBE,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.035890112,10,0.967649056
B38,SSP25,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.032531404,10,0.967226291
B38,TFK1,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.03026324,10,0.95738619
B38,YSCCC,L-685458,Targeted drug,Gamma_secretase,Gamma_secretase,10,0.084008752,10,0.947767733
B47,HuCCA1,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,0.358270706,0.464360378,0.504143015,0.668942807
B47,HuCCT1,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,6.828640877,0.086449777,6.747825313,0.917612786
B47,HUH28,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,6.098262327,0.102005514,10,0.952625701
B47,KKU055,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,6.81586082,0.109473962,6.091577052,0.874440852
B47,KKU100,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,8.305339824,0.063120157,9.759122445,0.942018694
B47,KKU156,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,2.755976003,0.208492076,2.261022016,0.788488273
B47,KKU213,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,3.991522201,0.164142157,3.388974773,0.829331524
B47,KKU214,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,4.417959853,0.153497321,3.364823553,0.821620483
B47,KKKD068,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,9.615840754,0.000158964,10,1.003690821
B47,KKKD131,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,7.992255117,0.046868494,8.336935349,0.959993151
B47,KKKD138,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,6.025381026,0.096767527,5.843546131,0.911757918
B47,RBE,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,5.243018037,0.09705766,6.14604464,0.920959117
B47,SSP25,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,4.552372292,0.19947431,3.764709092,0.806892062
B47,TFK1,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,7.323928037,0.104133861,6.467646253,0.872150266
B47,YSCCC,Lapatinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,0.847249517,0.443739173,1.380110898,0.687689654
Bmix,HuCCA1,LCL161,Targeted drug,IAP,IAP,5.712368825,0.279893648,10,0.793532313
Bmix,HuCCT1,LCL161,Targeted drug,IAP,IAP,10,-0.0386,10,1.05
Bmix,HUH28,LCL161,Targeted drug,IAP,IAP,1.088051968,-0.006983288,10,0.953205559
Bmix,KKU055,LCL161,Targeted drug,IAP,IAP,10,0.065308882,10,0.912808136
Bmix,KKU100,LCL161,Targeted drug,IAP,IAP,10,0.116671076,10,0.875938238
Bmix,KKU156,LCL161,Targeted drug,IAP,IAP,7.96339582,0.116571757,5.235974712,0.835400186
Bmix,KKU213,LCL161,Targeted drug,IAP,IAP,7.207970239,0.120070638,5.062220412,0.843407751
Bmix,KKU214,LCL161,Targeted drug,IAP,IAP,10,0.009844569,10,0.992378828
Bmix,KKKD068,LCL161,Targeted drug,IAP,IAP,0.033383276,0.967160114,0.069690498,0.355318977
Bmix,KKKD131,LCL161,Targeted drug,IAP,IAP,10,0.168305734,10,0.840560991
Bmix,KKKD138,LCL161,Targeted drug,IAP,IAP,10,0.097908335,10,0.910756779
Bmix,RBE,LCL161,Targeted drug,IAP,IAP,10,-0.0211557,10,1.027144084
Bmix,SSP25,LCL161,Targeted drug,IAP,IAP,10,-0.089514394,10,1.113226797
Bmix,TFK1,LCL161,Targeted drug,IAP,IAP,10,0.004712633,10,0.994738225
Bmix,YSCCC,LCL161,Targeted drug,IAP,IAP,10,0.02942741,10,0.968803499
B45,HuCCA1,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,4.087468491,0.163227526,10,0.911273566
B45,HuCCT1,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.064254041,10,0.931276845
B45,HUH28,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.095282329,10,0.948094432
B45,KKU055,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.045266824,10,0.940608768
B45,KKU100,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,7.604271831,0.182206832,10,0.876371868
B45,KKU156,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.064739582,9.443296136,0.923791133
B45,KKU213,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.070520583,10,0.921044338
B45,KKU214,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.048023785,10,0.942221273
B45,KKKD068,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.084168719,10,0.941372027
B45,KKKD131,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.04165605,10,0.96566117
B45,KKKD138,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.060148838,10,0.95440709
B45,RBE,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.031469671,10,0.971814091
B45,SSP25,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,9.281573292,0.07694876,8.390127953,0.910932088
B45,TFK1,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.031199891,10,0.972758003
B45,YSCCC,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,6.797943224,0.093005538,10,0.937209291
B33,HuCCA1,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,10,-0.072260435,10,1.025586643
B33,HuCCT1,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,5.699232446,0.05442052,6.132463018,0.964991554
B33,HUH28,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,9.571668829,0.006857245,10,0.996884869
B33,KKU055,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,5.35169925,0.113508211,5.105307873,0.911148886
B33,KKU100,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,5.474010641,0.129410324,5.48594015,0.894337748
B33,KKU156,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,4.963291362,-0.069722034,4.774040372,1.176709276
B33,KKU213,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,3.15834255,0.191608828,2.794655827,0.854991963
B33,KKU214,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,4.985912423,0.055035028,4.830441309,0.974962953
B33,KKKD068,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,9.252638768,-0.081030083,10,1.058872027
B33,KKKD131,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,6.489373406,-0.182114432,7.530539818,1.14848723
B33,KKKD138,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,4.963848434,0.086473225,5.561812427,0.958010677
B33,RBE,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,8.081303442,-0.010959269,8.786605269,1.019567551
B33,SSP25,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,6.140187054,-0.044517125,6.700509041,1.058603715
B33,TFK1,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,9.111120882,-0.055874785,9.614684237,1.066842306
B33,YSCCC,Masitinib,Targeted drug,RTK_signaling_VEGFR,RTK_signaling_VEGFR,9.196604475,-0.215169006,10,1.09919603
B38,HuCCA1,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,10,0.023254467,10,0.980635096
B38,HuCCT1,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.068240771,1.217518146,0.069654464,1.297469857
B38,HUH28,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.082397846,0.598620104,0.079654464,0.737287831
B38,KKU055,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.018388323,0.775110026,0.016578937,0.210311089
B38,KKU100,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.123219468,0.436816754,0.169701752,0.596566291
B38,KKU156,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.067449513,0.612453623,0.058766311,0.360904775
B38,KKU213,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.018832907,0.773207313,0.017061551,0.221720828
B38,KKU214,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.029937217,0.765472376,0.026443768,0.256113168
B38,KKKD068,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.248999878,0.5195196,0.355725663,0.627604782
B38,KKKD131,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.034228303,0.769339772,0.037298058,0.406180702
B38,KKKD138,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.061103164,0.781001403,0.068238322,0.420869857
B38,RBE,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.069585348,0.687906224,0.091877329,0.481721564
B38,SSP25,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.586185741,0.392860428,0.638111384,0.685863112
B38,TFK1,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.054880575,0.577783174,0.044006657,0.405116999
B38,YSCCC,Methotexate,Targeted drug,Antimetabolite,Antimetabolite_DHFR,0.44313455,0.450719288,2.010706751,0.738257411
Bmix,HuCCA1,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.055010549,10,1.042191343
Bmix,HuCCT1,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.054164881,10,1.06654589
Bmix,HUH28,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.450937151,10,1.161461757
Bmix,KKU055,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.09674908,10,1.141937111
Bmix,KKU100,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.075347364,10,1.045251545
Bmix,KKU156,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.115862376,10,1.200551346
Bmix,KKU213,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.022036532,10,0.974181479
Bmix,KKU214,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.002425409,10,0.997983798
Bmix,KKKD068,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.226829946,10,1.188114905
Bmix,KKKD131,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.070147715,10,1.071847955
Bmix,KKKD138,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.207669237,10,1.152524599
Bmix,RBE,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.014335607,10,1.018883423
Bmix,SSP25,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.032022933,10,1.042334761
Bmix,TFK1,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.027465453,10,0.962370082
Bmix,YSCCC,MHY1485,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.0187016,10,0.979815442
B55,HuCCA1,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.069455329,0.875943613,0.11198094,0.408962692
B55,HuCCT1,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.336117859,0.473424563,0.501335165,0.628241828
B55,HUH28,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.009765625,1.328644624,0.630174857,0.531149992
B55,KKU055,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.010921709,1.212691785,0.011596685,0.111017697
B55,KKU100,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.009765625,1.464758206,0.011291955,0.166769669
B55,KKU156,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.325356132,0.56295333,0.26069147,0.496997833
B55,KKU213,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.252827515,0.640336103,0.175400124,0.449623189
B55,KKU214,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.308829297,0.60340846,0.30919917,0.525188317
B55,KKKD068,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.210675402,0.683782066,0.302628906,0.54239587
B55,KKKD131,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.475033775,0.431084985,0.569269909,0.654018364
B55,KKKD138,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.054425962,1.083380897,0.0904933,0.398857552
B55,RBE,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.097946335,0.698441837,0.103091857,0.417255042
B55,SSP25,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.053480754,0.948128287,0.049609555,0.300975994
B55,TFK1,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.022439445,0.985108807,0.056785005,0.339273694
B55,YSCCC,Mitomycin C,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.074890828,0.875627976,0.183807407,0.446913833
B45,HuCCA1,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.139344612,10,0.922230939
B45,HuCCT1,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.062557662,10,0.930446047
B45,HUH28,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.150170894,10,0.914775755
B45,KKU055,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,-0.051475321,10,1.069665822
B45,KKU100,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,6.699607149,0.211300337,10,0.847963378
B45,KKU156,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,9.715997303,0.121268704,8.45920387,0.857641438
B45,KKU213,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.056009069,10,0.938148143
B45,KKU214,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.041811811,10,0.949560425
B45,KKKD068,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.134524602,10,0.903092891
B45,KKKD131,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.032186395,10,0.972698903
B45,KKKD138,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,7.044541907,0.1363808,10,0.895994744
B45,RBE,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.029231676,10,0.973333737
B45,SSP25,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.049620626,10,0.942119838
B45,TFK1,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.022794576,10,0.979943844
B45,YSCCC,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,4.718746234,0.105386277,10,0.929733759
B49,HuCCA1,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,2.036171519,0.263695349,9.685942194,0.863936189
B49,HuCCT1,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,2.781480534,0.225992252,3.363298991,0.798635258
B49,HUH28,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.735625267,0.487303472,2.371985837,0.782555559
B49,KKU055,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.701375283,0.128225972,3.520115468,0.896859435
B49,KKU100,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.63173735,0.003538135,10,0.994426288
B49,KKU156,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.858854297,0.189112589,4.51845592,0.856891283
B49,KKU213,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.659635149,0.167579709,4.252239513,0.854545873
B49,KKU214,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.402710646,0.162204173,3.919384221,0.860354221
B49,KKKD068,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.777597867,0.151388713,5.808353143,0.894646977
B49,KKKD131,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.981464712,0.318553126,3.50912348,0.80230926
B49,KKKD138,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,2.330637212,0.261750811,3.222725714,0.804470756
B49,RBE,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.453002497,0.161949384,4.49569706,0.872351693
B49,SSP25,Momelotinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,4.224091713,0.13015087,4.433399216,0.884505305
