Gene,Drug,test.ROC.AUC,Varimp.Score
TGFA,Ribociclib,0.833333333,100
ABCA1,Ribociclib,0.888888889,85.12839665
UGDH,Ribociclib,0.888888889,85.12839665
BUB1,RO3306,0.9,86.45405286
CENPF,RO3306,0.9,86.45405286
DDX18,RO3306,0.9,86.45405286
EED,RO3306,0.9,86.45405286
HNRNPA3,RO3306,0.9,100
PSMD3,RO3306,0.9,100
SLC2A6,RO3306,0.9,86.45405286
CLCF1,RO3306,0.8,100
MRTO4,RO3306,0.8,98.69552396
RPL34,RO3306,0.8,98.69552396
SERPINE1,RO3306,0.8,85.12839665
SRSF2,RO3306,0.8,85.12839665
CAD,RO3306,0.85,92.65574907
NOTCH2,RO3306,0.85,100
RACGAP1,RO3306,0.85,84.02820488
SUPV3L1,RO3306,0.85,84.02820488
AK2,RO3306,0.85,88.69125644
HNRNPA2B1,RO3306,0.85,89.84821263
MAP2K3,RO3306,0.85,100
PGK1,RO3306,0.85,89.84821263
FAM120A,RO3306,0.85,86.97302264
HUS1,RO3306,0.85,88.30576504
ILF2,RO3306,0.85,98.79568602
KIF15,RO3306,0.85,100
CENPA,RO3306,0.8,100
KIF2C,RO3306,0.8,100
MMS22L,RO3306,0.8,100
NUP98,RO3306,0.8,100
RPS6KA5,RO3306,0.8,100
SQLE,RO3306,0.8,100
SOCS3,RO3306,0.9,84.68583095
COPS5,RO3306,0.85,100
IFIH1,RO3306,0.85,86.59795009
PRPS2,RO3306,0.85,86.59795009
SRM,RO3306,0.85,86.59795009
TNFSF9,RO3306,0.85,86.59795009
AMD1,RO3306,0.85,100
CCT3,RO3306,0.85,88.55888779
HDDC2,RO3306,0.85,98.94229559
NAP1L1,RO3306,0.85,88.55888779
PMS2,RO3306,0.85,98.94229559
CYC1,RO3306,0.9,88.69125644
EIF3B,RO3306,0.9,88.69125644
FJX1,RO3306,0.9,100
NCL,RO3306,0.9,89.84821263
TACC3,RO3306,0.9,89.84821263
ID2,RO3306,0.8,89.50559238
NUP107,RO3306,0.8,90.68860349
SLC19A1,RO3306,0.8,90.68860349
SORD,RO3306,0.8,90.68860349
SSRP1,RO3306,0.8,100
TMPO,RO3306,0.8,100
CDK2,RO3306,0.8,86.68423054
CSF1,RO3306,0.8,89.38220746
POP7,RO3306,0.8,86.68423054
PRPS1,RO3306,0.8,88.033219
RPS3,RO3306,0.8,88.033219
SPC25,RO3306,0.8,89.38220746
STARD7,RO3306,0.8,88.033219
ANP32E,RO3306,0.8,81.85460438
EPRS,RO3306,0.8,82.93649103
FUT4,RO3306,0.8,100
GINS2,RO3306,0.8,92.53383082
NUMA1,RO3306,0.8,84.01837768
PABPC4,RO3306,0.8,84.01837768
PTGES3,RO3306,0.8,84.01837768
TRAIP,RO3306,0.8,93.51146252
UPF1,RO3306,0.8,92.03059277
BRCA2,RO3306,1,89.62829085
NINJ1,RO3306,1,90.79747043
POLD3,RO3306,1,90.79747043
TNIP2,RO3306,1,89.62829085
PSMC6,RO3306,0.85,86.43287269
DSCC1,RO3306,0.85,89.72938613
LDHA,RO3306,0.85,98.39783993
TARDBP,RO3306,0.85,83.05728693
BUB3,RO3306,0.8,100
CASP8AP2,RO3306,0.8,84.15701143
CENPM,RO3306,0.8,84.15701143
CHAF1A,RO3306,0.8,84.15701143
HNRNPU,RO3306,0.8,92.07850572
HSPE1,RO3306,0.8,84.15701143
IRS2,RO3306,0.8,84.15701143
NCBP1,RO3306,0.8,84.15701143
PA2G4,RO3306,0.8,84.15701143
PHB,RO3306,0.8,84.15701143
SFPQ,RO3306,0.8,84.15701143
AIMP2,RO3306,0.85,82.7450871
KYNU,RO3306,0.85,100
PHF5A,RO3306,0.85,91.13148935
PRMT5,RO3306,0.85,92.09430513
SNRPB2,RO3306,0.85,91.13148935
CDC20,RO3306,0.8,92.18128334
MSH2,RO3306,0.8,100
AREG,RO3306,0.8,84.15701143
BARD1,RO3306,0.8,98.61031803
CDCA3,RO3306,0.8,100
ETS2,RO3306,0.8,84.15701143
EXOSC7,RO3306,0.8,84.15701143
ICAM1,RO3306,0.8,84.15701143
MCM7,RO3306,0.8,84.15701143
PTGER4,RO3306,0.8,90.68882375
RFC4,RO3306,0.8,84.15701143
TCOF1,RO3306,0.8,84.15701143
MAPK14,RO3306,0.9,86.43287269
SS18,RO3306,0.9,100
DCTPP1,RO3306,0.85,85.3198951
F3,RO3306,0.85,98.71232142
FOSL1,RO3306,0.85,85.3198951
G0S2,RO3306,0.85,85.3198951
GADD45B,RO3306,0.85,85.3198951
NCBP2,RO3306,0.85,85.3198951
RASAL2,RO3306,0.85,85.3198951
SERPINB2,RO3306,0.85,85.3198951
TFRC,RO3306,0.85,98.71232142
WDR74,RO3306,0.85,100
CKS1B,RO3306,0.8,91.76700047
TP53,RO3306,0.8,89.40367245
BIRC5,RO3306,0.8,100
CENPE,RO3306,0.8,84.06274775
EIF1AX,RO3306,0.8,84.06274775
HNRNPC,RO3306,0.8,84.06274775
IPO7,RO3306,0.8,84.06274775
KIF4A,RO3306,0.8,84.06274775
NDUFAF4,RO3306,0.8,100
NEK2,RO3306,0.8,84.06274775
PLK4,RO3306,0.8,84.06274775
RAD21,RO3306,0.8,84.06274775
SAP30,RO3306,0.8,98.46763702
SRSF7,RO3306,0.8,84.06274775
NUSAP1,RO3306,0.9,100
POLD2,RO3306,0.9,84.01837768
LBR,RO3306,0.9,88.30576504
MCM6,RO3306,0.9,86.97302264
GOT2,RO3306,0.8,92.03059277
NOC4L,RO3306,0.85,83.46688085
NOP56,RO3306,0.85,91.92643853
NPM1,RO3306,0.85,83.46688085
ORC5,RO3306,0.85,82.3920957
PPP1R8,RO3306,0.85,90.45528921
PSMD14,RO3306,0.85,83.46688085
RABEPK,RO3306,0.85,83.46688085
YWHAQ,RO3306,0.85,82.3920957
CBX3,RO3306,0.8,98.49076399
CKS2,RO3306,0.8,100
DENND5A,RO3306,0.8,82.79404249
PAICS,RO3306,0.8,82.79404249
PSMA2,RO3306,0.8,98.49076399
RNASEH2A,RO3306,0.8,96.98152798
SMC1A,RO3306,0.8,82.79404249
SSB,RO3306,0.8,82.79404249
ERH,RO3306,0.8,88.30576504
RPS6,RO3306,0.8,85.64028023
SLC25A3,RO3306,0.8,86.97302264
CCND1,RO3306,0.9,86.6708361
CCP110,RO3306,0.9,86.6708361
DEPDC1,RO3306,0.9,100
G3BP1,RO3306,0.9,86.6708361
HSP90AB1,RO3306,0.9,86.6708361
INCENP,RO3306,0.9,86.6708361
LDLR,RO3306,0.9,98.83082042
LSM7,RO3306,0.9,86.6708361
POLE4,RO3306,0.9,86.6708361
CBX1,RO3306,0.825,85.3198951
GINS4,RO3306,0.825,85.3198951
H2AFX,RO3306,0.825,85.3198951
HSPA8,RO3306,0.825,85.3198951
LMNB1,RO3306,0.825,85.3198951
MTHFD2,RO3306,0.825,85.3198951
PSMD1,RO3306,0.825,85.3198951
RPS2,RO3306,0.825,98.71232142
STMN1,RO3306,0.825,85.3198951
HDGF,RO3306,0.8,92.7353786
ING3,RO3306,0.8,85.12839665
KPNB1,RO3306,0.8,85.12839665
XPOT,RO3306,0.8,85.12839665
E2F4,RO3306,0.8,90.79747043
EXO1,RO3306,0.85,98.95453277
ESPL1,RO3306,0.825,85.3198951
PANX1,RO3306,0.8,100
SRSF10,RO3306,0.8,88.45911128
IMP4,RO3306,0.825,85.12839665
NUP50,RO3306,0.825,85.12839665
ABCE1,RO3306,0.8,85.12839665
NUP153,RO3306,0.8,85.12839665
ACP1,RO3306,0.8,93.14697948
PPIA,RO3306,0.8,85.60754954
ABI3BP,Ruxolitinib,1,82.79404249
ADAM8,Ruxolitinib,1,82.79404249
ARF4,Ruxolitinib,1,82.79404249
BAIAP2,Ruxolitinib,1,82.79404249
PRNP,Ruxolitinib,1,82.79404249
SCNN1A,Ruxolitinib,1,82.79404249
SLC1A5,Ruxolitinib,1,82.79404249
SOD1,Ruxolitinib,1,100
TGFA,Ruxolitinib,1,82.79404249
ATXN1,Ruxolitinib,1,82.79404249
B2M,Ruxolitinib,1,82.79404249
BLVRB,Ruxolitinib,1,82.79404249
C1S,Ruxolitinib,1,82.79404249
DBF4,Ruxolitinib,1,82.79404249
DEGS1,Ruxolitinib,1,82.79404249
FN1,Ruxolitinib,1,82.79404249
GALNT1,Ruxolitinib,1,82.79404249
KCNK5,Ruxolitinib,1,82.79404249
NUMA1,Ruxolitinib,1,82.79404249
PARN,Ruxolitinib,1,82.79404249
RAD1,Ruxolitinib,1,82.79404249
SDC3,Ruxolitinib,1,100
SERBP1,Ruxolitinib,1,82.79404249
SOCS5,Ruxolitinib,1,82.79404249
TGFB1,Ruxolitinib,1,82.79404249
CDC42BPA,Ruxolitinib,1,100
HSP90AB1,Ruxolitinib,1,100
KIF2C,Ruxolitinib,1,100
LAMC2,Ruxolitinib,1,100
MEIS2,Ruxolitinib,1,100
MEST,Ruxolitinib,1,100
NAB2,Ruxolitinib,1,100
NLRC5,Ruxolitinib,1,100
PDLIM5,Ruxolitinib,1,100
SMTN,Ruxolitinib,1,100
ANXA9,Ruxolitinib,1,100
APLP1,Ruxolitinib,1,100
BDNF,Ruxolitinib,1,100
CCP110,Ruxolitinib,1,100
EXOSC8,Ruxolitinib,1,100
FBXO5,Ruxolitinib,1,100
LYSMD2,Ruxolitinib,1,100
NCOA3,Ruxolitinib,1,100
NR3C1,Ruxolitinib,1,100
NUP153,Ruxolitinib,1,100
PABPC4,Ruxolitinib,1,100
PRKDC,Ruxolitinib,1,100
RACGAP1,Ruxolitinib,1,100
RASAL2,Ruxolitinib,1,100
ST14,Ruxolitinib,1,100
BUB1,Ruxolitinib,1,100
COL4A2,Ruxolitinib,1,100
DLGAP5,Ruxolitinib,1,100
ETV4,Ruxolitinib,1,100
FGFR3,Ruxolitinib,1,100
PLAU,Ruxolitinib,1,100
AREG,Ruxolitinib,1,82.79404249
CALD1,Ruxolitinib,1,82.79404249
COL5A2,Ruxolitinib,1,82.79404249
CYFIP2,Ruxolitinib,1,82.79404249
DSCC1,Ruxolitinib,1,82.79404249
FKBP14,Ruxolitinib,1,82.79404249
IGF1R,Ruxolitinib,1,82.79404249
ITGB2,Ruxolitinib,1,82.79404249
MPZL2,Ruxolitinib,1,82.79404249
NDST1,Ruxolitinib,1,82.79404249
PKP3,Ruxolitinib,1,82.79404249
POLE3,Ruxolitinib,1,82.79404249
PPIB,Ruxolitinib,1,82.79404249
PTPN6,Ruxolitinib,1,82.79404249
RPA3,Ruxolitinib,1,82.79404249
SAP30,Ruxolitinib,1,82.79404249
SEC31A,Ruxolitinib,1,82.79404249
TIMP1,Ruxolitinib,1,82.79404249
YIF1A,Ruxolitinib,1,82.79404249
DDX58,Ruxolitinib,1,82.79404249
DNAJC3,Ruxolitinib,1,82.79404249
MCM2,Ruxolitinib,1,82.79404249
NEK7,Ruxolitinib,1,82.79404249
P4HA2,Ruxolitinib,1,82.79404249
PSMB3,Ruxolitinib,1,82.79404249
THBS2,Ruxolitinib,1,82.79404249
VTN,Ruxolitinib,1,82.79404249
CA12,Ruxolitinib,1,100
FBLN1,Ruxolitinib,1,100
FTL,Ruxolitinib,1,100
GBE1,Ruxolitinib,1,100
MKI67,Ruxolitinib,1,100
PFN2,Ruxolitinib,1,100
SNRPD1,Ruxolitinib,1,100
STBD1,Ruxolitinib,1,100
VEGFC,Ruxolitinib,1,100
BMP1,Ruxolitinib,1,82.79404249
FANCC,Ruxolitinib,1,100
HMOX1,Ruxolitinib,1,82.79404249
IL15RA,Ruxolitinib,1,82.79404249
MRPL9,Ruxolitinib,1,82.79404249
NCBP1,Ruxolitinib,1,82.79404249
SERPINE2,Ruxolitinib,1,82.79404249
TSPAN13,Ruxolitinib,1,82.79404249
TXNRD2,Ruxolitinib,1,82.79404249
UBE2L3,Ruxolitinib,1,82.79404249
VAMP8,Ruxolitinib,1,82.79404249
DDT,Ruxolitinib,1,82.79404249
DEF6,Ruxolitinib,1,82.79404249
EFEMP1,Ruxolitinib,1,82.79404249
FSTL3,Ruxolitinib,1,82.79404249
ILVBL,Ruxolitinib,1,82.79404249
OCEL1,Ruxolitinib,1,82.79404249
PAM,Ruxolitinib,1,82.79404249
PFKL,Ruxolitinib,1,82.79404249
PMP22,Ruxolitinib,1,82.79404249
SLC30A5,Ruxolitinib,1,82.79404249
TMEM45A,Ruxolitinib,1,82.79404249
CD59,Ruxolitinib,1,82.79404249
GJA1,Ruxolitinib,1,82.79404249
JAK2,Ruxolitinib,1,82.79404249
LGALS1,Ruxolitinib,1,82.79404249
LLGL2,Ruxolitinib,1,82.79404249
NUDT15,Ruxolitinib,1,82.79404249
PSMC3IP,Ruxolitinib,1,82.79404249
SCARB1,Ruxolitinib,1,82.79404249
SIRT2,Ruxolitinib,1,82.79404249
ATAD2,Ruxolitinib,1,82.79404249
ESPL1,Ruxolitinib,1,82.79404249
F10,Ruxolitinib,1,82.79404249
F2RL1,Ruxolitinib,1,82.79404249
G0S2,Ruxolitinib,1,82.79404249
GJB3,Ruxolitinib,1,82.79404249
GLRX,Ruxolitinib,1,82.79404249
IFITM3,Ruxolitinib,1,82.79404249
MAPK12,Ruxolitinib,1,82.79404249
BIN1,Ruxolitinib,1,85.3198951
DDX21,Ruxolitinib,1,85.3198951
DDX39A,Ruxolitinib,1,85.3198951
JUNB,Ruxolitinib,1,85.3198951
PHB,Ruxolitinib,1,85.3198951
PRIM2,Ruxolitinib,1,85.3198951
PTPRM,Ruxolitinib,1,85.3198951
STC2,Ruxolitinib,1,85.3198951
ZBTB17,Ruxolitinib,1,85.3198951
ACTA2,Ruxolitinib,1,100
BUB3,Ruxolitinib,1,100
EGLN2,Ruxolitinib,1,100
GABARAPL2,Ruxolitinib,1,100
HELLS,Ruxolitinib,1,100
IFI35,Ruxolitinib,1,100
KRT19,Ruxolitinib,1,100
MSH2,Ruxolitinib,1,100
SMC3,Ruxolitinib,1,100
SRGN,Ruxolitinib,1,100
LRP1,Ruxolitinib,1,100
RBM14,Ruxolitinib,1,100
KLF7,Ruxolitinib,1,85.3198951
MAPK13,Ruxolitinib,1,85.3198951
MDK,Ruxolitinib,1,85.3198951
EED,Ruxolitinib,1,82.79404249
GNG12,Ruxolitinib,1,82.79404249
NFIB,Ruxolitinib,1,82.79404249
PRKCA,Ruxolitinib,1,82.79404249
PLOD1,Ruxolitinib,1,100
STAT1,Ruxolitinib,1,100
TRIM29,Ruxolitinib,1,100
KRT13,Ruxolitinib,1,100
NCBP2,Ruxolitinib,1,100
PMEPA1,Ruxolitinib,1,100
PDLIM7,Ruxolitinib,1,82.79404249
TP63,Ruxolitinib,1,82.79404249
XAF1,Ruxolitinib,1,82.79404249
AKT3,Ruxolitinib,1,100
FHL1,Ruxolitinib,1,100
SLC1A4,Ruxolitinib,1,100
BUB1B,Ruxolitinib,1,82.79404249
C1R,Ruxolitinib,1,100
ARFGAP1,Ruxolitinib,1,85.3198951
CALU,Ruxolitinib,1,85.3198951
COLGALT1,Ruxolitinib,1,85.3198951
FERMT2,Ruxolitinib,1,85.3198951
GOSR2,Ruxolitinib,1,85.3198951
SDC2,Ruxolitinib,1,100
SGCB,Ruxolitinib,1,85.3198951
TUBB2A,Ruxolitinib,1,85.3198951
AMMECR1,Ruxolitinib,1,82.79404249
E2F8,Ruxolitinib,1,82.79404249
GALNT3,Ruxolitinib,1,82.79404249
GPX4,Ruxolitinib,1,82.79404249
PTGS2,Ruxolitinib,1,82.79404249
CDC20,Ruxolitinib,1,100
CSE1L,Ruxolitinib,1,100
DUSP1,Ruxolitinib,1,100
HDGF,Ruxolitinib,1,100
NNMT,Ruxolitinib,1,100
RRM1,Ruxolitinib,1,100
SYNCRIP,Ruxolitinib,1,100
TNNT1,Ruxolitinib,1,100
UBE2C,Ruxolitinib,1,100
FHL2,Ruxolitinib,1,82.79404249
HERPUD1,Ruxolitinib,1,82.79404249
IGFBP2,Ruxolitinib,1,82.79404249
KIF20B,Ruxolitinib,1,82.79404249
RRAD,Ruxolitinib,1,82.79404249
SMAD3,Ruxolitinib,1,82.79404249
SORBS3,Ruxolitinib,1,82.79404249
TIMP3,Ruxolitinib,1,82.79404249
ABCC3,Ruxolitinib,1,100
CCND1,Ruxolitinib,1,100
CKS1B,Ruxolitinib,1,100
CXXC1,Ruxolitinib,1,100
IL1A,Ruxolitinib,1,100
JAG2,Ruxolitinib,1,100
PLEK2,Ruxolitinib,1,100
SET,Ruxolitinib,1,100
TNFRSF11B,Ruxolitinib,1,100
CTGF,Ruxolitinib,1,100
ITGB5,Ruxolitinib,1,100
PLCB4,Ruxolitinib,1,100
RAP2B,Ruxolitinib,1,100
RETSAT,Ruxolitinib,1,100
SORD,Ruxolitinib,1,100
TPM2,Ruxolitinib,1,100
CHST3,Ruxolitinib,1,100
RAD23B,Ruxolitinib,1,100
ATP7A,Ruxolitinib,1,82.79404249
EIF2AK3,Ruxolitinib,1,82.79404249
LIF,Ruxolitinib,1,82.79404249
SPEG,Ruxolitinib,1,82.79404249
GALK1,Ruxolitinib,1,100
GPRC5B,Ruxolitinib,1,100
COL12A1,Ruxolitinib,1,82.79404249
IL1B,Ruxolitinib,1,82.79404249
CCNT1,Ruxolitinib,1,82.79404249
DBP,Ruxolitinib,1,82.79404249
GLRX2,Ruxolitinib,1,82.79404249
LOX,Ruxolitinib,1,82.79404249
PRKAB1,Ruxolitinib,1,82.79404249
HSPA4L,Ruxolitinib,1,82.79404249
MCM7,Ruxolitinib,1,82.79404249
AGR2,Ruxolitinib,1,100
ENO2,Ruxolitinib,1,100
FAS,Ruxolitinib,1,100
HPRT1,Ruxolitinib,1,100
ANPEP,Ruxolitinib,1,100
NUB1,Ruxolitinib,1,100
SLC27A2,Ruxolitinib,1,100
ATRX,Ruxolitinib,1,82.79404249
CBX3,Ruxolitinib,1,82.79404249
CD9,Ruxolitinib,1,82.79404249
IFNAR2,Ruxolitinib,1,82.79404249
ITGB1,Ruxolitinib,1,100
MYL9,Ruxolitinib,1,82.79404249
UPP1,Ruxolitinib,1,82.79404249
INCENP,Ruxolitinib,1,82.79404249
RAD51AP1,Ruxolitinib,1,82.79404249
STARD7,Ruxolitinib,1,82.79404249
BST2,Ruxolitinib,1,82.79404249
CENPE,Ruxolitinib,1,82.79404249
FSTL1,Ruxolitinib,1,82.79404249
ITGA5,Ruxolitinib,1,82.79404249
JUP,Ruxolitinib,1,82.79404249
KIF11,Ruxolitinib,1,82.79404249
PVR,Ruxolitinib,1,82.79404249
TSPAN1,Ruxolitinib,1,82.79404249
BCL3,Ruxolitinib,1,100
INHBB,Ruxolitinib,1,100
SP110,Ruxolitinib,1,100
CDCA3,Ruxolitinib,1,82.79404249
SFN,Ruxolitinib,1,82.79404249
SMC2,Ruxolitinib,1,82.79404249
WIPI1,Ruxolitinib,1,82.79404249
BPHL,Ruxolitinib,1,100
RB1,Ruxolitinib,1,100
SERPINB5,Ruxolitinib,1,100
SMC4,Ruxolitinib,1,100
SMOX,Ruxolitinib,1,100
EPHA2,Ruxolitinib,1,100
LBR,Ruxolitinib,1,100
BIRC5,Ruxolitinib,1,100
UNG,Ruxolitinib,1,100
CITED2,Ruxolitinib,1,82.79404249
SMARCC1,Ruxolitinib,1,100
SNX10,Ruxolitinib,1,82.79404249
MT2A,Ruxolitinib,1,100
CFH,Ruxolitinib,1,88.30576504
ID2,Ruxolitinib,1,82.79404249
GEM,Ruxolitinib,1,82.79404249
CCT7,Ruxolitinib,1,100
EPSTI1,Ruxolitinib,1,100
HTRA1,Ruxolitinib,1,100
SCN8A,Ruxolitinib,1,100
DTYMK,Ruxolitinib,1,85.3198951
IRF9,Ruxolitinib,1,85.3198951
WEE1,Ruxolitinib,1,85.3198951
DNAJB9,Ruxolitinib,1,100
NEK2,Ruxolitinib,1,100
APP,Ruxolitinib,1,100
ADAM12,Ruxolitinib,1,100
ANO1,Ruxolitinib,1,100
BRCA2,Ruxolitinib,1,100
DMPK,Ruxolitinib,1,100
EIF2S1,Ruxolitinib,1,100
IL1R1,Ruxolitinib,1,100
NQO1,Ruxolitinib,1,100
PDS5B,Ruxolitinib,1,100
PMM1,Ruxolitinib,1,82.79404249
TXNRD1,Ruxolitinib,1,82.79404249
UBA7,Ruxolitinib,1,82.79404249
EIF3B,Ruxolitinib,1,82.79404249
CAD,Saracatinib,0.944444444,90.79747043
COX6C,Saracatinib,0.944444444,89.62829085
DHCR7,Saracatinib,0.944444444,90.79747043
IL17RB,Saracatinib,0.944444444,90.79747043
MCM2,Saracatinib,0.944444444,100
NMU,Saracatinib,0.944444444,90.79747043
PHLDA3,Saracatinib,0.944444444,100
PSMB3,Saracatinib,0.944444444,90.79747043
BTG2,Saracatinib,0.833333333,100
COL4A1,Saracatinib,0.833333333,100
ELF3,Saracatinib,0.833333333,85.12839665
EMP1,Saracatinib,0.833333333,85.12839665
LSM7,Saracatinib,0.833333333,85.12839665
NADSYN1,Saracatinib,0.833333333,85.12839665
RFC4,Saracatinib,0.833333333,100
SGCB,Saracatinib,0.833333333,100
TPM2,Saracatinib,0.833333333,85.12839665
VEGFC,Saracatinib,0.833333333,100
BMP2,Saracatinib,0.833333333,98.95453277
F3,Saracatinib,0.833333333,88.69125644
FBLN1,Saracatinib,0.833333333,88.69125644
ITGB2,Saracatinib,0.833333333,97.90906554
KLF4,Saracatinib,0.833333333,89.84821263
RRAD,Saracatinib,0.833333333,97.37090899
SATB1,Saracatinib,0.833333333,89.84821263
BLVRB,Saracatinib,0.833333333,88.30576504
CALB2,Saracatinib,0.833333333,88.30576504
INHBB,Saracatinib,0.833333333,97.59137204
SERPINA1,Saracatinib,0.833333333,86.97302264
UPP1,Saracatinib,0.833333333,100
CAV1,Saracatinib,0.888888889,100
NOC4L,Saracatinib,0.888888889,88.30576504
EPS8L2,Saracatinib,0.833333333,90.79747043
SNRPD2,Saracatinib,0.833333333,94.87047885
ADAM8,Saracatinib,0.944444444,85.12839665
BHLHE40,Saracatinib,0.944444444,85.12839665
DCTPP1,Saracatinib,0.944444444,85.12839665
DDX18,Saracatinib,0.944444444,85.12839665
DUSP1,Saracatinib,0.944444444,85.12839665
EREG,Saracatinib,0.944444444,98.69552396
ITGB4,Saracatinib,0.944444444,100
KCNN4,Saracatinib,0.944444444,85.12839665
MYC,Saracatinib,0.944444444,85.12839665
NCBP2,Saracatinib,0.944444444,85.12839665
PSMC4,Saracatinib,0.944444444,85.12839665
SDC1,Saracatinib,0.944444444,98.69552396
SIK1,Saracatinib,0.944444444,98.69552396
TGFA,Saracatinib,0.944444444,85.12839665
ZNF277,Saracatinib,0.944444444,85.12839665
APEX1,Saracatinib,0.805555556,81.90340245
CDH1,Saracatinib,0.805555556,94.9565543
CDKN1A,Saracatinib,0.805555556,81.90340245
DGKA,Saracatinib,0.805555556,81.90340245
FDXR,Saracatinib,0.805555556,81.90340245
FSTL1,Saracatinib,0.805555556,81.90340245
IER2,Saracatinib,0.805555556,81.90340245
IFIH1,Saracatinib,0.805555556,81.90340245
IL4R,Saracatinib,0.805555556,81.90340245
IRS2,Saracatinib,0.805555556,81.90340245
MAPKAPK3,Saracatinib,0.805555556,81.90340245
PERP,Saracatinib,0.805555556,81.90340245
PHLDA2,Saracatinib,0.805555556,81.90340245
PMAIP1,Saracatinib,0.805555556,81.90340245
PTPN6,Saracatinib,0.805555556,81.90340245
RHOD,Saracatinib,0.805555556,81.90340245
RPL6,Saracatinib,0.805555556,81.90340245
RPLP0,Saracatinib,0.805555556,96.21161172
SERPINE2,Saracatinib,0.805555556,81.90340245
SORD,Saracatinib,0.805555556,81.90340245
SYT12,Saracatinib,0.805555556,81.90340245
TM7SF3,Saracatinib,0.805555556,96.21161172
TP53,Saracatinib,0.805555556,100
ETS2,Saracatinib,0.888888889,87.53430025
EMP2,Saracatinib,0.944444444,85.12839665
IMPA2,Saracatinib,0.944444444,85.12839665
MRTO4,Saracatinib,0.944444444,85.12839665
NOTCH1,Saracatinib,0.944444444,98.69552396
NXT1,Saracatinib,0.944444444,85.12839665
PSMD7,Saracatinib,0.944444444,85.12839665
PUS1,Saracatinib,0.944444444,85.12839665
RAB40C,Saracatinib,0.944444444,85.12839665
RALGDS,Saracatinib,0.944444444,85.12839665
VEGFA,Saracatinib,0.944444444,85.12839665
FOS,Saracatinib,0.944444444,98.49076399
GADD45A,Saracatinib,0.944444444,82.79404249
GOT2,Saracatinib,0.944444444,82.79404249
HR,Saracatinib,0.944444444,96.98152798
IFIT2,Saracatinib,0.944444444,100
JAG2,Saracatinib,0.944444444,82.79404249
KCNK5,Saracatinib,0.944444444,100
KRT15,Saracatinib,0.944444444,82.79404249
LLGL2,Saracatinib,0.944444444,82.79404249
NCBP1,Saracatinib,0.944444444,82.79404249
NIP7,Saracatinib,0.944444444,82.79404249
SLC3A2,Saracatinib,0.944444444,82.79404249
TBRG4,Saracatinib,0.944444444,98.49076399
TGFBR3,Saracatinib,0.944444444,82.79404249
TNFAIP2,Saracatinib,0.944444444,82.79404249
TUFM,Saracatinib,0.944444444,98.49076399
WWC1,Saracatinib,0.944444444,100
PRKG2,Saracatinib,1,84.93183606
RAD23B,Saracatinib,1,84.93183606
CD82,Saracatinib,0.888888889,86.43287269
COL7A1,Saracatinib,0.888888889,86.43287269
DHRS3,Saracatinib,0.888888889,86.43287269
GADD45B,Saracatinib,0.888888889,86.43287269
TGFBI,Saracatinib,0.888888889,86.43287269
TNFAIP8,Saracatinib,0.888888889,86.43287269
TOB1,Saracatinib,0.944444444,100
DDIT4,Saracatinib,0.888888889,88.033219
KRT17,Saracatinib,0.888888889,88.033219
HSPB8,Saracatinib,0.944444444,83.46688085
TBC1D30,Saracatinib,0.944444444,82.3920957
YWHAQ,Saracatinib,0.944444444,100
MMP14,Saracatinib,0.833333333,100
RB1,Saracatinib,0.833333333,88.033219
MDM2,Saracatinib,0.833333333,89.50559238
PSMA6,Saracatinib,0.833333333,88.32258128
STOM,Saracatinib,0.833333333,100
ALDH3A2,Saracatinib,0.888888889,88.32258128
CYR61,Saracatinib,0.888888889,89.50559238
IRF1,Saracatinib,0.888888889,89.50559238
RSL1D1,Saracatinib,0.888888889,90.68860349
GJA1,Saracatinib,0.916666667,88.32258128
HKDC1,Saracatinib,0.916666667,90.68860349
SPHK1,Saracatinib,0.916666667,100
TNNI1,Saracatinib,0.916666667,89.50559238
COL12A1,Saracatinib,0.888888889,81.69267514
HNRNPU,Saracatinib,0.888888889,100
MCM4,Saracatinib,0.888888889,98.7810055
MCM7,Saracatinib,0.888888889,88.033219
PPRC1,Saracatinib,0.888888889,88.033219
CELSR2,Saracatinib,0.833333333,80.73593222
PA2G4,Saracatinib,0.833333333,81.97309976
SF3B3,Saracatinib,0.833333333,80.73593222
ETFB,Saracatinib,0.833333333,90.68860349
FASN,Saracatinib,0.833333333,98.93098861
RPS2,Saracatinib,0.833333333,100
JUNB,Saracatinib,0.888888889,91.00121707
CXCL2,Saracatinib,0.888888889,91.37226897
FAM120A,Saracatinib,0.888888889,85.3198951
NRIP1,Saracatinib,0.888888889,85.3198951
PCDH7,Saracatinib,0.888888889,85.3198951
SOCS3,Saracatinib,0.888888889,100
SYBU,Saracatinib,0.888888889,85.3198951
TSPAN1,Saracatinib,0.888888889,85.3198951
CBX3,Saracatinib,0.833333333,100
CCT4,Saracatinib,0.833333333,82.79404249
CCT7,Saracatinib,0.833333333,82.79404249
EEF1B2,Saracatinib,0.833333333,82.79404249
FABP5,Saracatinib,0.833333333,98.49076399
HNRNPR,Saracatinib,0.833333333,82.79404249
IARS,Saracatinib,0.833333333,82.79404249
PHB,Saracatinib,0.833333333,82.79404249
POLD2,Saracatinib,0.833333333,98.49076399
RABEPK,Saracatinib,0.833333333,82.79404249
RCL1,Saracatinib,0.833333333,82.79404249
RPS6,Saracatinib,0.833333333,82.79404249
