cell_line,agent,type,Subtype1,Subtype2,GR50,GRmax,GR_AOC,GEC50,Grinf,h_GR,r2_GR,pval_GR,flat_fit_GR,IC50,Emax,AUC,EC50,Einf,h,r2_IC,pval_IC,flat_fit_IC,MedianGR50,SubMedianGR50,MedianGR50,SubMedianGR50,MedianGRmax
HuCCA-1,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,2.250778198,0.151249875,0.27907254,9.697291443,-0.571182646,0.5970764,0.983944654,0.00000002,NA,10,0.537206585,0.845355942,7.735300547,0.197206355,0.605513403,0.983846839,2.09E-08,NA,0.887946424,-0.535613724,0.887946424,-0.535613724,0.408884563
HuCCT-1,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.780843272,0.038771519,10,-0.583232214,0.914548522,0.932231141,0.00000572,NA,10,0.763881386,0.956612302,10,0,0.873495662,0.926342671,0.00000843,NA,0.887946424,0.112053576,0.887946424,0.112053576,0.408884563
HuH-28,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,3.312614111,0.353314989,0.227709586,0.914630302,0.340544605,0.887819223,0.961543778,0.000000464,NA,10,0.647464569,0.874844257,0.863995649,0.644213258,0.901970689,0.961777688,0.000000455,NA,0.887946424,-0.367775576,0.887946424,-0.367775576,0.408884563
KKU-055,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.828134193,0.018917826,10,-0.99999747,1.519792211,0.987997443,5.06E-09,NA,10,0.777457724,0.974686886,10,0.2335783,1.738594541,0.98652251,9.03E-09,NA,0.887946424,0.112053576,0.887946424,0.112053576,0.408884563
KKU-100,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,7.448189467,0.367206832,0.188936199,10,-1,0.502973461,0.902385749,0.0000342,NA,10,0.56208569,0.862723163,10,0,0.504511397,0.898926453,0.0000412,NA,0.887946424,-0.015895708,0.887946424,-0.015895708,0.408884563
KKU-156,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,7.725852698,0.370256052,0.116769406,10,-1,0.983503584,0.980355758,2.16E-08,NA,7.220173889,0.366985598,0.863720601,7.220173889,0,1.001427558,0.97111287,0.000000125,NA,0.887946424,0,0.887946424,0,0.408884563
KKU-213,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,6.937916456,0.321895863,0.127611013,10,-1,0.928143923,0.973902548,7.67E-08,NA,7.397022667,0.370186013,0.864088707,7.397022667,0,0.927169708,0.967572386,0.000000203,NA,0.887946424,-0.046717358,0.887946424,-0.046717358,0.408884563
KKU-214,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,8.493636521,0.419467173,0.103830608,10,-1,0.935286292,0.988450445,2.76E-09,NA,7.918411399,0.406565067,0.879840794,7.918411399,0,0.985751167,0.9845136,9.06E-09,NA,0.887946424,0.041147248,0.887946424,0.041147248,0.408884563
KKK-D068,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.511656469,0.14588731,10,-1,0.507916621,0.975548847,7.45E-08,NA,10,0.650488467,0.891651565,10,0.050247058,0.524465588,0.972706868,0.00000011,NA,0.887946424,0.112053576,0.887946424,0.112053576,0.408884563
KKK-D131,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.712666072,0.05340684,10,-1,0.880966799,0.976499027,4.75E-08,NA,10,0.766955881,0.955447903,10,0,0.890991618,0.974409078,6.98E-08,NA,0.887946424,0.112053576,0.887946424,0.112053576,0.408884563
KKK-D138,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.812426987,-0.116502895,0.306253723,8.759471063,-1,0.698052969,0.986702915,8.52E-09,NA,3.635321736,0.269593475,0.777488649,3.635321736,0,0.728356287,0.986004312,0.000000012,NA,0.887946424,-0.629685903,0.887946424,-0.629685903,0.408884563
RBE,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.647982075,0.062652636,4.994922674,0.504102029,1.273023875,0.981541433,6.31E-08,NA,10,0.696930571,0.9446885,4.423246887,0.592470671,1.29407474,0.979379824,0.000000107,NA,0.887946424,0.112053576,0.887946424,0.112053576,0.408884563
SSP-25,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,6.837619967,0.408884563,0.139627028,8.70210467,-0.110657216,0.841459254,0.992112535,6.71E-10,NA,5.642231282,0.391910043,0.839589559,4.141136717,0.119447143,0.881736788,0.98920836,2.44E-09,NA,0.887946424,-0.053041464,0.887946424,-0.053041464,0.408884563
TFK-1,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.781561932,0.045269805,10,-1,0.937341527,0.884681647,0.00011916,NA,10,0.813303846,0.960286514,10,0,0.933913366,0.875701976,0.00016101,NA,0.887946424,0.112053576,0.887946424,0.112053576,0.408884563
YSCCC,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,3.399484141,0.135830865,0.184367919,5.31496386,-0.287193153,1.011880972,0.986312095,6.37E-09,NA,7.416235029,0.433248497,0.872989136,3.792523765,0.255033838,1.06877138,0.985842973,7.29E-09,NA,0.887946424,-0.356533404,0.887946424,-0.356533404,0.408884563
HuCCA-1,Birinapant,Targeted drug,IAP,IAP,10,0.867686516,0.051724643,10,0.739018817,0.279149527,0.55474756,0.07155084,NA,10,0.891687589,0.957418556,10,0.785989212,0.276964516,0.556619689,0.068043565,NA,0.873855791,0.126144209,0.873855791,0.126144209,0.430547425
HuCCT-1,Birinapant,Targeted drug,IAP,IAP,10,0.546320292,0.162162018,1.282129651,0.497713845,0.891075956,0.977111197,5.86E-08,NA,10,0.542292894,0.825863173,0.836605788,0.524547349,0.961198063,0.979500109,3.16E-08,NA,0.873855791,0.126144209,0.873855791,0.126144209,0.430547425
HuH-28,Birinapant,Targeted drug,IAP,IAP,7.479211088,0.380886058,0.147700541,10,-1,0.670246006,0.966284045,0.000000284,NA,10,0.7009581,0.92886494,10,0,0.669270027,0.966475526,0.000000279,NA,0.873855791,0,0.873855791,0,0.430547425
KKU-055,Birinapant,Targeted drug,IAP,IAP,6.063607668,0.430547425,0.216390208,3.277751434,0.159688881,0.616387084,0.996374445,5.15E-11,NA,1.961805184,0.321434992,0.701886756,0.939112764,0.196485409,0.671224382,0.995776951,1.21E-10,NA,0.873855791,-0.091124697,0.873855791,-0.091124697,0.430547425
KKU-100,Birinapant,Targeted drug,IAP,IAP,0.459190343,0.154171702,0.4542393,0.386246765,0.050622752,0.61909168,0.942916821,0.00000263,NA,0.577197782,0.288150709,0.578387841,0.223073,0.221311974,0.61692794,0.9376883,0.000003795,NA,0.873855791,-1.211863045,0.873855791,-1.211863045,0.430547425
KKU-156,Birinapant,Targeted drug,IAP,IAP,0.219387732,0.125452464,0.528518539,10,-0.434707349,0.304519762,0.938955986,0.00000612,NA,0.065732323,0.174040252,0.406695933,0.049452083,0.114682552,0.425577597,0.959898645,0.000000871,NA,0.873855791,-1.532643452,0.873855791,-1.532643452,0.430547425
KKU-213,Birinapant,Targeted drug,IAP,IAP,0.118310318,-0.017083339,0.619919771,0.148090551,-0.065491036,0.588977085,0.994712425,9.52E-11,NA,0.058795199,0.107010786,0.347996981,0.042384299,0.098190766,0.66346513,0.996926456,6.71E-12,NA,0.873855791,-1.800833169,0.873855791,-1.800833169,0.430547425
KKU-214,Birinapant,Targeted drug,IAP,IAP,1.279957912,0.316685868,0.34470759,0.125155808,0.428811756,0.837562754,0.906036192,0.00002525,NA,0.292998331,0.289911994,0.589635266,0.069712318,0.407502203,1.175080084,0.940445821,0.00000328,NA,0.873855791,-0.766660101,0.873855791,-0.766660101,0.430547425
KKK-D068,Birinapant,Targeted drug,IAP,IAP,0.009765625,-0.740176122,1.418465896,0.018348014,-0.778790617,0.645491916,0.997191022,5.73E-12,NA,0.005734787,0.014861349,0.103528742,0.005611578,0.008188978,0.760781579,0.996956579,5.10E-12,NA,0.873855791,-2.884155747,0.873855791,-2.884155747,0.430547425
KKK-D131,Birinapant,Targeted drug,IAP,IAP,5.239815433,0.414481297,0.368916861,10,-0.641872169,0.155995918,0.932721643,0.000005885,NA,10,0.480168316,0.651396536,7.61148999,0.07434882,0.17225248,0.937514255,0.000004175,NA,0.873855791,-0.154539801,0.873855791,-0.154539801,0.430547425
KKK-D138,Birinapant,Targeted drug,IAP,IAP,10,0.736421962,0.116108088,3.76159843,0.613289094,0.427307729,0.925058231,0.00001034,NA,10,0.70300269,0.863317194,10,0.49856692,0.421179379,0.925770746,0.000009285,NA,0.873855791,0.126144209,0.873855791,0.126144209,0.430547425
RBE,Birinapant,Targeted drug,IAP,IAP,10,0.948098198,0.007590952,10,0.901141214,1.322779115,0.583904978,0.025920334,NA,10,0.949043706,0.9925243,10,0.800118516,1.292823482,0.587407885,0.027054034,NA,0.873855791,0.126144209,0.873855791,0.126144209,0.430547425
SSP-25,Birinapant,Targeted drug,IAP,IAP,10,0.937507733,0.012289191,10,0.823651299,2.941619218,0.951110031,0.00000193,NA,10,0.923470324,0.984815214,10,0.785923982,2.937043594,0.94981056,0.000002118,NA,0.873855791,0.126144209,0.873855791,0.126144209,0.430547425
TFK-1,Birinapant,Targeted drug,IAP,IAP,10,0.897978695,0.061258234,10,0.692309424,0.21245971,0.871242582,0.0000997,NA,10,0.85224417,0.909714192,10,0.56129031,0.207094566,0.870484675,0.0001031,NA,0.873855791,0.126144209,0.873855791,0.126144209,0.430547425
YSCCC,Birinapant,Targeted drug,IAP,IAP,10,0.941365727,0.021907541,10,0.888072222,2.182902049,0.754293853,0.001830099,NA,10,0.947218489,0.980276806,10,0.899014098,2.1722426,0.750558299,0.001971884,NA,0.873855791,0.126144209,0.873855791,0.126144209,0.430547425
HuCCA-1,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.800565287,0.04154448,9.063362402,-0.037079325,1.865173404,0.69688641,0.051027126,0.925841351,10,0.915341485,0.982178384,9.595269843,0.483980583,1.85898098,0.703310206,0.046333539,0.967961165,0.986791739,0.013208261,0.986791739,0.013208261,0.470850067
HuCCT-1,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,9.375046999,0.413048022,0.025739025,11.79356077,-0.719255164,3.734902112,0.98594087,1.12E-08,NA,10,0.503318202,0.978955696,10.03026718,0.000855331,3.862565153,0.980819779,4.56E-08,NA,0.986791739,-0.014818286,0.986791739,-0.014818286,0.470850067
HuH-28,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.82161267,0.001157484,16.17638218,-1,5,0.912767925,0.000156823,NA,10,0.926951513,0.99948753,16.89941545,0,5,0.913829984,0.000148866,NA,0.986791739,0.013208261,0.986791739,0.013208261,0.470850067
KKU-055,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.588003422,0.144712964,1000,-0.738620125,0.31457469,0.733351871,0.002850487,NA,10,0.521672268,0.813636386,20.82315915,0.121409385,0.335707867,0.736002998,0.00269523,NA,0.986791739,0.013208261,0.986791739,0.013208261,0.470850067
KKU-100,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,8.163816987,0.396378648,0.045332679,13.84070279,-0.374517262,2.232234572,0.907091345,0.0000248,NA,8.667154186,0.438613902,0.958404954,7.401474882,0.171409472,2.268757271,0.876521702,0.0000826,NA,0.986791739,-0.074898479,0.986791739,-0.074898479,0.470850067
KKU-156,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,8.379378061,0.320570475,0.094543983,13.4153332,-1,2.3350677,0.926438436,0.00000797,NA,7.064668643,0.24990493,0.866198017,7.064668643,0,2.409831736,0.832478903,0.000326703,NA,0.986791739,-0.063579954,0.986791739,-0.063579954,0.470850067
KKU-213,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,5.643368533,0.147589655,0.062351537,6.011956401,-0.127145297,2.337552301,0.963713776,0.00000096,NA,4.910915283,0.204494141,0.946622118,4.455500556,0.097499892,2.467999756,0.919386709,0.000043,NA,0.986791739,-0.235253327,0.986791739,-0.235253327,0.470850067
KKU-214,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,7.733409107,0.352257915,-0.010697725,6.621341349,0.269512319,5,0.89948292,0.0000675,NA,7.514701985,0.364868942,1.027044422,6.222801846,0.305237714,5,0.83386662,0.000634125,NA,0.986791739,-0.098420754,0.986791739,-0.098420754,0.470850067
KKK-D068,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.774281625,0.024990487,11.87536118,-0.116433777,4.093937455,0.968623132,0.00000141,NA,10,0.826025074,0.98044816,10.50633648,0.410371813,4.118290441,0.966813075,0.0000018,NA,0.986791739,0.013208261,0.986791739,0.013208261,0.470850067
KKK-D131,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,8.205987853,0.393207876,0.132252889,36.94721088,-1,0.754478467,0.963761915,0.000000996,NA,10,0.494929342,0.880218149,12.88137927,0,0.767349427,0.961069911,0.00000142,NA,0.986791739,-0.07266087,0.986791739,-0.07266087,0.470850067
KKK-D138,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,9.523557804,0.396641577,-0.021046839,11.86379061,-1,5,0.902991462,0.000104635,NA,10,0.564374389,1.019309373,10.58049838,0,5,0.882956382,0.000226637,NA,0.986791739,-0.007992517,0.986791739,-0.007992517,0.470850067
RBE,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,9.700446824,0.470850067,0.045275067,15.41309186,-1,2.373353439,0.994362189,1.03E-10,NA,10,0.511707755,0.955588822,10.23082989,0,2.566413086,0.991556585,6.60E-10,NA,0.986791739,0,0.986791739,0,0.470850067
SSP-25,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.632564069,0.049758869,21.7066959,-1,2.03798598,0.952380895,0.0000028,NA,10,0.633971446,0.947020724,13.17652594,0,2.156195016,0.938851438,0.00000853,NA,0.986791739,0.013208261,0.986791739,0.013208261,0.470850067
TFK-1,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.821943774,-0.086096375,0,1.073706187,0.01,-0.99167781,1,1.073706187,10,0.812724624,1.098143502,0,1.084675964,0.01,-1.099838257,1,1.084675964,0.986791739,0.013208261,0.986791739,0.013208261,0.470850067
YSCCC,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.865153497,-0.018893198,3.232478851,0.941449024,2.505,0.237468618,0.5,1.039541901,10,0.922368288,1.010545641,3.227583025,0.965025,2.505,0.234488065,0.5,1.022336723,0.986791739,0.013208261,0.986791739,0.013208261,0.470850067
HuCCA-1,Caffeic APE,Targeted drug,NF_kB,NF_kB,7.035563863,0.402903633,0.078173153,4.907534903,0.298939115,2.621638245,0.984719494,7.10E-09,NA,10,0.565999337,0.941266037,4.633819837,0.500962733,2.63412805,0.981924815,0.000000015,NA,0.994637872,-0.147338963,0.994637872,-0.147338963,0.480990906
HuCCT-1,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,0.640951613,-0.064927847,8.741015318,0.455510374,5,0.528393183,0.034217225,NA,10,0.619348251,1.08527036,0,1.065118966,0.01,0.39999642,0.101039415,1.065118966,0.994637872,0.005362128,0.994637872,0.005362128,0.480990906
HuH-28,Caffeic APE,Targeted drug,NF_kB,NF_kB,7.742985293,-0.094449422,0.08715929,9.645676345,-1,5,0.98503132,6.76E-09,NA,10,0.849150049,0.989077786,14.25470306,0,4.880907583,0.992037722,4.46E-10,NA,0.994637872,-0.105729438,0.994637872,-0.105729438,0.480990906
KKU-055,Caffeic APE,Targeted drug,NF_kB,NF_kB,4.50668677,0.046652108,0.129417452,5.695393681,-0.28007525,1.910884331,0.996274003,4.81E-11,NA,3.80873779,0.13940751,0.858968712,3.730408023,0.021558665,2.020419651,0.99104062,2.54E-09,NA,0.994637872,-0.340780498,0.994637872,-0.340780498,0.480990906
KKU-100,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,0.606303079,0.020574384,8.289714869,0.370082021,2.851632961,0.948061388,0.00000592,NA,10,0.665777615,0.982810012,7.884291932,0.487456607,2.846321162,0.938913387,0.0000122,NA,0.994637872,0.005362128,0.994637872,0.005362128,0.480990906
KKU-156,Caffeic APE,Targeted drug,NF_kB,NF_kB,7.122481708,0.369051434,-0.019549793,5.745168419,0.329159483,5,0.845388246,0.001037738,NA,6.259397519,0.308420594,1.054175055,5.318987809,0.277982709,5,0.725317602,0.012826064,NA,0.994637872,-0.14200653,0.994637872,-0.14200653,0.480990906
KKU-213,Caffeic APE,Targeted drug,NF_kB,NF_kB,8.898894837,0.356158559,0.045503002,12.78967676,-1,3.030089553,0.999500811,2.20E-15,NA,9.318742545,0.441466614,0.958423532,9.318742545,0,3.316097722,0.999175891,1.78E-14,NA,0.994637872,-0.045301798,0.994637872,-0.045301798,0.480990906
KKU-214,Caffeic APE,Targeted drug,NF_kB,NF_kB,8.012765911,0.385028352,-0.030108216,6.625319567,0.306259236,5,0.848010256,0.000284214,NA,9.011869661,0.46772905,1.038692956,6.368521059,0.411626895,5,0.789611658,0.001225036,NA,0.994637872,-0.090855417,0.994637872,-0.090855417,0.480990906
KKK-D068,Caffeic APE,Targeted drug,NF_kB,NF_kB,9.877291528,0.480990906,0.10030445,33.68849688,-1,0.897263101,0.981156437,7.35E-08,NA,10,0.563667357,0.910069873,14.29458729,0,0.929370779,0.977099989,0.000000171,NA,0.994637872,0,0.994637872,0,0.480990906
KKK-D131,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,0.869435307,-0.08542914,0,1.076416064,0.01,-1.227778943,1,1.076416064,10,0.877356055,1.085162241,0,1.076497999,0.01,-1.304659627,1,1.076497999,0.994637872,0.005362128,0.994637872,0.005362128,0.480990906
KKK-D138,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,0.804672362,-0.023203698,0,1.015596412,0.01,0.324915032,0.207509641,1.015596412,10,0.854960602,1.018868473,0,1.013164854,0.01,0.31129544,0.218699594,1.013164854,0.994637872,0.005362128,0.994637872,0.005362128,0.480990906
RBE,Caffeic APE,Targeted drug,NF_kB,NF_kB,9.06375334,0.452751645,0.032883733,8.097240096,0.126140965,2.54619887,0.971831295,0.000000151,NA,9.675236937,0.488222323,0.970032487,7.004205293,0.279290914,2.587002145,0.960908133,0.000000669,NA,0.994637872,-0.037329794,0.994637872,-0.037329794,0.480990906
SSP-25,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,0.952292699,-0.005798436,0,1.001823267,0.01,-3.658302878,1,1.001823267,10,0.94121616,1.0057659,0,1.000952776,0.01,-3.567012102,1,1.000952776,0.994637872,0.005362128,0.994637872,0.005362128,0.480990906
TFK-1,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,0.873527457,-0.066447919,0,1.057100535,0.01,-0.783711179,1,1.057100535,10,0.845874957,1.08883472,0,1.076947606,0.01,-0.869812857,1,1.076947606,0.994637872,0.005362128,0.994637872,0.005362128,0.480990906
YSCCC,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,0.870898932,-0.012620154,4.668480623,0.893421222,0.866577917,0.537803473,0.040918424,NA,10,0.869344517,1.013882639,4.300851857,0.899988141,0.880500289,0.509793385,0.054149746,NA,0.994637872,0.005362128,0.994637872,0.005362128,0.480990906
HuCCA-1,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.606961853,0.175295455,1.240330526,0.50633377,0.591832518,0.973682609,0.000000283,NA,10,0.690966147,0.85834642,1.011623715,0.62133654,0.595556364,0.973718683,0.000000256,NA,0.980144869,0.019855131,0.980144869,0.019855131,0.503185964
HuCCT-1,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.503185964,0.29759821,0.184052889,0.463786419,0.556139498,0.993915097,1.88E-10,NA,10,0.504513855,0.685989311,0.125671134,0.472857339,0.558952518,0.994785039,7.47E-11,NA,0.980144869,0.019855131,0.980144869,0.019855131,0.503185964
HuH-28,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.716896332,0.106932798,10,0.505393202,0.727115536,0.893351562,0.000064294,NA,10,0.861774639,0.947790993,10,0.616827623,0.444776113,0.871195054,0.000100193,NA,0.980144869,0.019855131,0.980144869,0.019855131,0.503185964
KKU-055,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,4.441290474,0.406377193,0.237145087,2.696055638,0.144138841,0.614910974,0.997197144,3.37E-12,NA,1.60496323,0.302731046,0.677526914,0.97054813,0.139340849,0.632028042,0.996574352,8.76E-12,NA,0.980144869,-0.332635691,0.980144869,-0.332635691,0.503185964
KKU-100,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.700983964,0.070588078,1.641512425,0.699836529,1.358454623,0.944345496,0.00000263,NA,10,0.707202429,0.928995244,1.392847388,0.718129573,1.468811508,0.943542126,0.000003089,NA,0.980144869,0.019855131,0.980144869,0.019855131,0.503185964
KKU-156,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,0.867843087,0.263382336,0.386306468,0.491239019,0.145026713,0.577894631,0.957729898,0.000000658,NA,0.373556322,0.236045804,0.538716751,0.18256909,0.174524728,0.604122265,0.948122131,0.000001655,NA,0.980144869,-1.041703661,0.980144869,-1.041703661,0.503185964
KKU-213,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,1.964528501,0.4282608,0.370218322,0.150010751,0.361287009,0.513160813,0.992271196,4.14E-10,NA,0.343950015,0.345716267,0.536462576,0.058517236,0.311310406,0.55374522,0.991569475,7.11E-10,NA,0.980144869,-0.686886536,0.980144869,-0.686886536,0.503185964
KKU-214,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,4.174342517,0.432949251,0.278119331,0.464211253,0.389066061,0.683954617,0.972555397,0.000000219,NA,1.317666491,0.36774821,0.655894091,0.264961323,0.340970142,0.713749996,0.969690326,0.000000295,NA,0.980144869,-0.359556788,0.980144869,-0.359556788,0.503185964
KKK-D068,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,5.026744176,0.43203193,0.224693234,1.692132692,0.264652191,0.693315231,0.996897445,7.84E-12,NA,9.215188256,0.496092232,0.787433986,1.22965147,0.375876852,0.692540436,0.996500794,1.50E-11,NA,0.980144869,-0.278858086,0.980144869,-0.278858086,0.503185964
KKK-D131,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,5.799380314,0.382477332,0.188862106,10,-0.650824955,0.592357657,0.986904052,5.83E-09,NA,7.657205278,0.453025787,0.817356273,7.657205278,0,0.605707262,0.98447846,1.94E-08,NA,0.980144869,-0.216763279,0.980144869,-0.216763279,0.503185964
KKK-D138,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,9.553112,0.576430897,0.206084702,0.235621267,0.606360623,1.166760271,0.977240874,4.05E-08,NA,9.560163,0.55793319,0.775214319,0.194664325,0.59154562,1.271632414,0.978020063,3.47E-08,NA,0.980144869,0,0.980144869,0,0.503185964
RBE,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.635634311,0.105863973,10,-0.493771725,0.536032502,0.962040384,0.000000405,NA,10,0.67106368,0.899861089,10,0.124640336,0.536225667,0.958585782,0.00000062,NA,0.980144869,0.019855131,0.980144869,0.019855131,0.503185964
SSP-25,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.581626384,0.114546933,10,-0.428955284,0.665376069,0.995638258,2.55E-11,NA,10,0.559385016,0.870140858,10,0.097755248,0.680375586,0.994397154,1.18E-10,NA,0.980144869,0.019855131,0.980144869,0.019855131,0.503185964
TFK-1,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,1.849672725,0.431215785,0.332496776,0.224106762,0.38508307,0.697621035,0.998205591,8.95E-13,NA,0.644542465,0.368171716,0.599037121,0.136857494,0.331279248,0.700728286,0.998060469,1.08E-12,NA,0.980144869,-0.713049977,0.980144869,-0.713049977,0.503185964
YSCCC,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.918705548,0.035634422,0.516069402,0.92135337,2.496294368,0.879458137,0.000237652,NA,10,0.929504948,0.968982381,10,0.860100214,1.07881947,0.808865321,0.000594638,NA,0.980144869,0.019855131,0.980144869,0.019855131,0.503185964
HuCCA-1,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,1.985582566,-0.132033714,0.269052125,5.271904988,-0.706808814,0.921599676,0.952199161,0.00000181,NA,5.020932665,0.340829687,0.836357947,3.682442214,0.119997785,0.954121848,0.945950582,0.00000304,NA,1,-0.702112049,1,-0.702112049,0.514012963
HuCCT-1,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,10,0.709987979,0.046844293,10,-1,1.102909992,0.943477535,0.00000247,NA,10,0.671357034,0.943688426,10,0,1.130595549,0.932764956,0.00000558,NA,1,0,1,0,0.514012963
HuH-28,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,10,0.420910224,0.183473165,5.099277505,0.114092536,0.676368737,0.780513687,0.001332897,NA,10,0.769973245,0.927816285,5.794315591,0.635009873,0.659701804,0.786620139,0.001238323,NA,1,0,1,0,0.514012963
KKU-055,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,10,1,-0.025017294,0,1.023324974,0.01,-1.035139417,1,1.023324974,10,1.033570933,1.038586906,0,1.035980478,0.01,-1.025594766,1,1.035980478,1,0,1,0,0.514012963
KKU-100,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,7.287126699,0.109774764,0.113327827,10,-1,2.649603058,0.958271543,0.000000897,NA,7.39864498,0.282221836,0.889989527,7.39864498,0,2.968192294,0.92385748,0.00000938,NA,1,-0.137443679,1,-0.137443679,0.514012963
KKU-156,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,10,0.686293178,-0.044489925,10,-0.768242867,5,0.607584144,0.017606167,NA,10,0.606175041,1.072309747,5.448448505,0.531965775,2.505,0.476334626,0.063263747,NA,1,0,1,0,0.514012963
KKU-213,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,10,0.514012963,0.035930882,10,-0.719595561,1.570254484,0.951544508,0.00000284,NA,8.701777311,0.429661308,0.957758622,8.701777311,0,1.67904914,0.924484436,0.0000196,NA,1,0,1,0,0.514012963
KKU-214,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,10,0.582361122,-0.006691189,8.540482381,0.374981549,5,0.909108263,0.000094,NA,9.918285827,0.502090158,1.016475711,8.042445226,0.320405643,5,0.865922755,0.000505233,NA,1,0,1,0,0.514012963
KKK-D068,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,9.774715955,0.453951729,0.014527135,10,-1,5,0.94073165,0.00000724,NA,10,0.601331917,0.990926805,10,0,5,0.928721136,0.000017,NA,1,-0.009895854,1,-0.009895854,0.514012963
KKK-D131,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,7.835395982,0.287383465,0.092858662,10,-1,2.103594703,0.94620106,0.0000115,NA,9.144518773,0.440451776,0.920320359,9.144518773,0,2.242587112,0.924619238,0.0000532,NA,1,-0.10593905,1,-0.10593905,0.514012963
KKK-D138,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,6.957085343,0.019837812,0.089579138,10,-1,2.88198604,0.964849543,0.000000566,NA,8.043364047,0.326227565,0.933518132,8.043364047,0,3.143115558,0.948456593,0.00000317,NA,1,-0.157572669,1,-0.157572669,0.514012963
